sim_id,time,G1,T1,G2,T2
0,0.0,6.6,7.6,10.3,0.41
0,0.5005005005005005,6.2949227051833345,7.434356420055537,10.436134765623299,0.43868658431840174
0,1.001001001001001,6.023263584202892,7.220768804784839,10.56868873319703,0.46725042598228583
0,1.5015015015015016,5.784209211115316,6.965739601427037,10.69761966795177,0.49561426176405293
0,2.002002002002002,5.576522399294653,6.67622984067499,10.822896193216772,0.523726463126785
0,2.5025025025025025,5.398675922053571,6.359357134620408,10.944495219343814,0.5515617821798201
0,3.0030030030030033,5.248965345607309,6.022139959885211,11.062399168131044,0.5791211915576417
0,3.503503503503504,5.12559920548545,5.671291340542216,11.176593092936907,0.6064309969235748
0,4.004004004004004,5.026767430402854,5.313060202488061,11.287061792546268,0.6335414137337732
0,4.504504504504505,4.950690108504576,4.95311697633357,11.393786998260031,0.6605247634290041
0,5.005005005005005,4.895650668773372,4.596476554259051,11.49674469695057,0.6874734357335945
0,5.505505505505506,4.86001597245474,4.247455206545097,11.595902635983665,0.7144977042581189
0,6.0060060060060065,4.842247086873624,3.9096552608782282,11.691218054926088,0.7417234991345218
0,6.506506506506507,4.840903162006728,3.5859738347494936,11.7826356649044,0.7692901944806667
0,7.007007007007008,4.854641141860042,3.2786308490187546,11.87008590194006,0.7973484800634656
0,7.507507507507508,4.8822123736715355,2.989213778128559,11.953483455484678,0.826058338810875
0,8.008008008008009,4.9224578664560825,2.718734666537392,12.032726084395437,0.8555871792533634
0,8.508508508508509,4.9743029393368605,2.4676960990007273,12.1076937200715,0.8861081364369447
0,9.00900900900901,5.036751791226,2.236162670075757,12.178247848373632,0.9177985458236825
0,9.50950950950951,5.108882279182427,2.0238345147425933,12.24423117000002,0.9508385856562852
0,10.01001001001001,5.189841067943587,1.8301197854583577,12.305467532608336,0.9854100665095654
0,10.510510510510512,5.278839175157701,1.6542033834197476,12.361762132865165,1.0216953355042773
0,11.011011011011012,5.375147868658861,1.4951098801439855,12.41290198963261,1.0598762487566826
0,11.511511511511513,5.478094846842943,1.3517591618588163,12.458656694921737,1.10013315677587
0,12.012012012012013,5.587060650767292,1.2230139421417612,12.498779455707533,1.1426438418338893
0,12.512512512512513,5.701475229287886,1.1077189825237101,12.533008445974508,1.18758233643773
0,13.013013013013014,5.820814629436167,1.004732227670011,12.561068495961036,1.2351175540336448
0,13.513513513513514,5.944597771282536,0.9129484672627505,12.582673151577163,1.285411659675149
0,14.014014014014016,6.072383305024539,0.8313164046037411,12.59752714255696,1.3386181107943682
