sim_id,time,x1,y1,x2,y2,x3,y3,x4,y4
0,0.0,0.3099324415576602,0.10705866706316552,0.676546394554851,-1.0502494158947162,-0.5405779603655063,-0.36383414006728915,-0.4459008757470048,1.3070248888988398
0,0.08032128514056225,0.30099510567924015,0.12003300595474627,0.6953305267329777,-1.0367843520382074,-0.5307948539445724,-0.38361871288164257,-0.4655307784676454,1.3003700589651037
0,0.1606425702811245,0.2917536243949191,0.1326895222853146,0.713771587660255,-1.022901416781936,-0.5204559363111672,-0.40314841703712245,-0.48506927574400693,1.2933603115337435
0,0.24096385542168675,0.28222274107529527,0.1450137565204426,0.7318624072117232,-1.0086082041226943,-0.5095728424283184,-0.42240222856867704,-0.5045123058587,1.2859966761709285
0,0.321285140562249,0.2724183448652554,0.15699237616576683,0.7495959030694842,-0.9939123273411433,-0.49815850586055116,-0.44136025825914504,-0.5238557420741884,1.2782802094345216
0,0.40160642570281124,0.26235733160107044,0.16861329111591564,0.7669650682415838,-0.9788214339265675,-0.48622701673490015,-0.4600038550708874,-0.5430953831077541,1.2702119978815394
0,0.4819277108433735,0.2520574537476528,0.1798657491029047,0.7839629599970205,-0.963343220983968,-0.4737934695078279,-0.4783156891389337,-0.5622269442368453,1.2617931610199973
0,0.5622489959839357,0.24153716255816243,0.19074041027881644,0.8005826903004353,-0.9474854510178976,-0.4608738037545608,-0.49627981346256816,-0.5812460491040368,1.2530248542016498
0,0.642570281124498,0.23081544576546342,0.20122940049046384,0.8168174178149927,-0.9312559680190116,-0.4474846413321117,-0.5138817039346978,-0.6001482222483444,1.2439082714632457
0,0.7228915662650602,0.21991166389587066,0.21132634340124384,0.8326603415653471,-0.9146627137244243,-0.4336431230255682,-0.5311082779943546,-0.6189288824356495,1.234444648317535
0,0.8032128514056225,0.20884538828679444,0.22102637205837178,0.8481046963221611,-0.8977137439758759,-0.41936674780976857,-0.5479478925895016,-0.637583336799187,1.2246352645070058
0,0.8835341365461847,0.19763624358792034,0.23032612099190988,0.8631437497612982,-0.8804172451003749,-0.404673217561922,-0.5643903226280382,-0.6561067757872964,1.2144814467365035
0,0.963855421686747,0.1863037570824071,0.239223700264533,0.8777708014829939,-0.8627815501602347,-0.38958028959209834,-0.5804267214964319,-0.6744942689733023,1.203984571392134
0,1.0441767068273093,0.1748672170760176,0.24771865322464257,0.8919791838976069,-0.844815155043461,-0.37410563930071977,-0.5960495654459369,-0.6927407616729044,1.1931460672647556
0,1.1244979919678715,0.16334554186927006,0.2558118999129436,0.9057622650622208,-0.8265267342219703,-0.3582667345365391,-0.611252583986325,-0.7108410723949514,1.1819674182953517
0,1.2048192771084336,0.15175716070572734,0.2635056682080624,0.9191134534804264,-0.8079251560938937,-0.3420807230943135,-0.6260306784702184,-0.72878989109184,1.1704501663560498
0,1.285140562248996,0.14011990766555088,0.2708034148740505,0.9320262048445891,-0.7890194978533905,-0.3255643343616049,-0.6403798310969384,-0.7465817781485348,1.1585959140762787
0,1.3654618473895583,0.12845092883690656,0.27770973862476495,0.944494030801197,-0.7698190596627612,-0.30873379551383284,-0.6542970066996919,-0.7642111641242707,1.1464063277376886
