sim_id,time,x1,y1,x2,y2,x3,y3
0,0.0,0.23144110928658726,0.7787464053101562,0.7574805552255083,-0.8818278793365169,-0.9889216645120955,0.10308147402636045
0,0.08032128514056225,0.2199597099448334,0.7844760922700977,0.7675562326621254,-0.8739969639479707,-0.9875159426069587,0.08952087167787275
0,0.1606425702811245,0.20838680703212936,0.7900613813756063,0.7775260316438843,-0.866044811385461,-0.9859128386760136,0.07598343000985451
0,0.24096385542168675,0.1967239177827779,0.7955003646616015,0.7873887356939473,-0.8579728018728918,-0.9841126534767252,0.06247243721129017
0,0.321285140562249,0.18497261403187226,0.8007911383630767,0.7971431460029897,-0.8497823178786262,-0.982115760034862,0.048991179515549384
0,0.40160642570281124,0.1731345228574044,0.8059318049763665,0.8067880810569922,-0.8414747440133283,-0.9799226039143966,0.03554293903696166
0,0.4819277108433735,0.16121132713730604,0.8109204753582473,0.8163223762665414,-0.8330514669445009,-0.9775337034038473,0.022130991586253465
0,0.5622489959839357,0.14920476600892274,0.8157552708754581,0.8257448836067273,-0.8245138753245969,-0.9749496496156498,0.008758604449138563
0,0.642570281124498,0.1371166352474145,0.8204343255736888,0.835054471253854,-0.8158633597374921,-0.9721711065012681,-0.004570965836196907
0,0.7228915662650602,0.12494878754849967,0.8249557883780863,0.8442500232277355,-0.8071013126597233,-0.9691988107762346,-0.017854475718363197
0,0.8032128514056225,0.11270313271321636,0.8293178253222643,0.8533304390407375,-0.7982291284358991,-0.9660335717539532,-0.031088696886365397
0,0.8835341365461847,0.1003816377345153,0.8335186217998651,0.8622946333532062,-0.7892482032682556,-0.9626762710877207,-0.044270418531609707
0,0.963855421686747,0.08798632678549775,0.8375563848327187,0.8711415356349214,-0.7801599352203237,-0.9591278624204183,-0.057396449612395053
0,1.0441767068273093,0.07551928110911123,0.8414293453496454,0.8798700898322173,-0.770965724234677,-0.9553893709413277,-0.07046362111496846
0,1.1244979919678715,0.06298263880911811,0.8451357604699513,0.888479254040409,-0.7616669721647299,-0.9514618928495263,-0.08346878830522132
0,1.2048192771084336,0.050378594542149074,0.8486739157856593,0.8969680001811657,-0.7522650828205537,-0.9473465947233142,-0.09640883296510551
0,1.285140562248996,0.037709399110656044,0.8520421276365259,0.9053353136844714,-0.7427614620286798,-0.943044712795127,-0.10928066560784601
0,1.3654618473895583,0.024977358956578127,0.8552387453718872,0.9135801931748103,-0.7331575177058584,-0.9385575521313881,-0.12208122766602882
0,1.4457831325301205,0.01218483554883653,0.8582621536063564,0.9217016501681504,-0.7234546599436582,-0.9338864857169867,-0.13480749366269817
0,1.5261044176706826,-0.0006657553602554059,0.8611107745204445,0.9296987088100838,-0.7136543010892339,-0.9290329534498281,-0.14745647343121057
0,1.606425702811245,-0.013571944521967895,0.8637830700279626,0.9375704055648488,-0.70375785586435,-0.9239984610428806,-0.1600252141636125
0,1.6867469879518073,-0.02653121011078504,0.8662775439777156,0.9453157889447648,-0.6937667414820995,-0.9187845788339795,-0.17251080249561607
0,1.7670682730923695,-0.039540978732161274,0.8685927443108196,0.9529339192410138,-0.6836823777761418,-0.9133929405088521,-0.18491036653467754
0,1.8473895582329316,-0.05259862652741326,0.870727265178254,0.9604238682625067,-0.6735061873411908,-0.9078252417350929,-0.19722107783706302
0,1.927710843373494,-0.06570148037540274,0.8726797490182698,0.9677847190852101,-0.6632395956834569,-0.9020832387098069,-0.20944015333481253
0,2.0080321285140563,-0.07884681918771651,0.8744488885882181,0.9750155658115677,-0.6528840313808751,-0.8961687466238507,-0.22156485720734254
0,2.0883534136546187,-0.09203187529404962,0.8760334289453694,0.9821155133396432,-0.6424409262529442,-0.8900836380455932,-0.23359250269242468
0,2.1686746987951806,-0.1052538359144978,0.877432169371289,0.9890836771416186,-0.6319117155400097,-0.8838298412271205,-0.24552045383127877
0,2.248995983935743,-0.11850984471546558,0.8786439652343366,0.9959191830512751,-0.6212978380918165,-0.8774093383358094,-0.2573461271425198
0,2.3293172690763053,-0.13179700344589496,0.8796677297848579,1.0026211670600895,-0.6106007365651622,-0.8708241636141943,-0.2690669932196954
0,2.4096385542168672,-0.14511237365052249,0.8805024358776337,1.0091887751215745,-0.5998218576304792,-0.8640764014710517,-0.28068057824715426
