name,sigma,degree,seed,t_srgb,t_sindy_null,t_sindy_st,t_total,srgb_exact
momentum_definition,0.02,2,18,0.018,0.002,0.027,0.047,True
momentum_definition,0.02,2,19,0.017,0.001,0.021,0.04,True
momentum_definition,0.02,2,20,0.018,0.003,0.029,0.05,True
momentum_definition,0.02,2,21,0.017,0.002,0.032,0.051,True
momentum_definition,0.02,2,22,0.013,0.001,0.019,0.032,True
momentum_definition,0.02,2,23,0.018,0.003,0.027,0.048,True
momentum_definition,0.02,2,24,0.014,0.001,0.018,0.033,True
momentum_definition,0.02,2,25,0.018,0.002,0.023,0.044,True
momentum_definition,0.02,2,26,0.018,0.002,0.016,0.036,True
momentum_definition,0.02,2,27,0.018,0.002,0.03,0.05,True
momentum_definition,0.02,2,28,0.016,0.001,0.018,0.035,True
momentum_definition,0.02,2,29,0.018,0.002,0.028,0.049,True
momentum_definition,0.05,2,0,0.016,0.103,0.032,0.152,True
momentum_definition,0.05,2,1,0.018,0.106,0.028,0.151,True
momentum_definition,0.05,2,2,0.017,0.111,0.026,0.155,True
momentum_definition,0.05,2,3,0.01,0.11,0.026,0.146,True
momentum_definition,0.05,2,4,0.018,0.105,0.031,0.155,True
momentum_definition,0.05,2,5,0.018,0.101,0.024,0.142,True
momentum_definition,0.05,2,6,0.018,0.103,0.015,0.136,True
momentum_definition,0.05,2,7,0.018,0.104,0.027,0.149,True
momentum_definition,0.05,2,8,0.018,0.104,0.018,0.14,True
momentum_definition,0.05,2,9,0.017,0.097,0.025,0.139,True
momentum_definition,0.05,2,10,0.018,0.11,0.015,0.143,True
momentum_definition,0.05,2,11,0.015,0.097,0.026,0.138,True
momentum_definition,0.05,2,12,0.018,0.107,0.029,0.154,True
momentum_definition,0.05,2,13,0.017,0.113,0.016,0.146,True
momentum_definition,0.05,2,14,0.017,0.108,0.027,0.152,True
momentum_definition,0.05,2,15,0.018,0.106,0.024,0.148,True
momentum_definition,0.05,2,16,0.011,0.108,0.027,0.145,True
momentum_definition,0.05,2,17,0.018,0.096,0.027,0.142,True
momentum_definition,0.05,2,18,0.018,0.098,0.025,0.141,True
momentum_definition,0.05,2,19,0.01,0.1,0.026,0.136,True
momentum_definition,0.05,2,20,0.014,0.105,0.028,0.147,True
momentum_definition,0.05,2,21,0.017,0.103,0.03,0.15,True
momentum_definition,0.05,2,22,0.018,0.103,0.023,0.144,True
momentum_definition,0.05,2,23,0.013,0.105,0.026,0.144,True
momentum_definition,0.05,2,24,0.018,0.11,0.024,0.152,True
momentum_definition,0.05,2,25,0.009,0.106,0.023,0.139,True
momentum_definition,0.05,2,26,0.018,0.109,0.027,0.154,True
momentum_definition,0.05,2,27,0.014,0.097,0.029,0.14,True
momentum_definition,0.05,2,28,0.018,0.107,0.023,0.148,True
momentum_definition,0.05,2,29,0.018,0.102,0.024,0.144,True
angular_momentum_2d,0.0,2,0,0.037,0.006,0.135,0.178,True
angular_momentum_2d,0.0,2,1,0.042,0.007,0.145,0.194,True
angular_momentum_2d,0.0,2,2,0.036,0.007,0.153,0.196,True
angular_momentum_2d,0.0,2,3,0.045,0.007,0.133,0.185,True
angular_momentum_2d,0.0,2,4,0.037,0.007,0.134,0.178,True
angular_momentum_2d,0.0,2,5,0.037,0.011,0.134,0.182,True
angular_momentum_2d,0.0,2,6,0.044,0.007,0.146,0.197,True
angular_momentum_2d,0.0,2,7,0.04,0.007,0.14,0.187,True
angular_momentum_2d,0.0,2,8,0.036,0.007,0.134,0.178,True
angular_momentum_2d,0.0,2,9,0.037,0.007,0.138,0.181,True
angular_momentum_2d,0.0,2,10,0.034,0.005,0.105,0.144,True
angular_momentum_2d,0.0,2,11,0.031,0.005,0.104,0.139,True
angular_momentum_2d,0.0,2,12,0.03,0.005,0.1,0.135,True
angular_momentum_2d,0.0,2,13,0.031,0.005,0.101,0.137,True
angular_momentum_2d,0.0,2,14,0.033,0.005,0.11,0.148,True
angular_momentum_2d,0.0,2,15,0.039,0.007,0.152,0.198,True
angular_momentum_2d,0.0,2,16,0.04,0.007,0.134,0.181,True
angular_momentum_2d,0.0,2,17,0.039,0.007,0.135,0.181,True
angular_momentum_2d,0.0,2,18,0.039,0.007,0.138,0.184,True
angular_momentum_2d,0.0,2,19,0.041,0.007,0.115,0.163,True
angular_momentum_2d,0.0,2,20,0.035,0.007,0.143,0.185,True
angular_momentum_2d,0.0,2,21,0.034,0.005,0.109,0.148,True
angular_momentum_2d,0.0,2,22,0.036,0.007,0.134,0.177,True
angular_momentum_2d,0.0,2,23,0.037,0.007,0.136,0.179,True
angular_momentum_2d,0.0,2,24,0.036,0.007,0.137,0.179,True
angular_momentum_2d,0.0,2,25,0.038,0.007,0.137,0.181,True
angular_momentum_2d,0.0,2,26,0.041,0.006,0.132,0.179,True
angular_momentum_2d,0.0,2,27,0.035,0.007,0.141,0.182,True
angular_momentum_2d,0.0,2,28,0.038,0.007,0.132,0.177,True
angular_momentum_2d,0.0,2,29,0.04,0.007,0.138,0.184,True
angular_momentum_2d,0.02,2,0,0.043,0.007,0.177,0.226,True
angular_momentum_2d,0.02,2,1,0.037,0.007,0.167,0.211,True
angular_momentum_2d,0.02,2,2,0.031,0.005,0.132,0.168,True
angular_momentum_2d,0.02,2,3,0.035,0.007,0.166,0.208,True
angular_momentum_2d,0.02,2,4,0.04,0.007,0.16,0.206,True
angular_momentum_2d,0.02,2,5,0.038,0.007,0.155,0.2,True
angular_momentum_2d,0.02,2,6,0.038,0.006,0.163,0.207,True
angular_momentum_2d,0.02,2,7,0.039,0.007,0.161,0.207,True
angular_momentum_2d,0.02,2,8,0.032,0.005,0.125,0.162,True
angular_momentum_2d,0.02,2,9,0.033,0.005,0.15,0.188,True
angular_momentum_2d,0.02,2,10,0.05,0.007,0.163,0.22,True
angular_momentum_2d,0.02,2,11,0.037,0.005,0.13,0.172,True
angular_momentum_2d,0.02,2,12,0.036,0.005,0.131,0.172,True
angular_momentum_2d,0.02,2,13,0.037,0.007,0.152,0.196,True
angular_momentum_2d,0.02,2,14,0.039,0.007,0.145,0.191,True
angular_momentum_2d,0.02,2,15,0.042,0.007,0.165,0.214,True
angular_momentum_2d,0.02,2,16,0.03,0.005,0.142,0.176,True
angular_momentum_2d,0.02,2,17,0.04,0.007,0.152,0.199,True
angular_momentum_2d,0.02,2,18,0.04,0.007,0.167,0.213,True
angular_momentum_2d,0.02,2,19,0.038,0.005,0.118,0.16,True
angular_momentum_2d,0.02,2,20,0.038,0.007,0.166,0.21,True
angular_momentum_2d,0.02,2,21,0.037,0.007,0.163,0.206,True
angular_momentum_2d,0.02,2,22,0.038,0.007,0.16,0.205,True
angular_momentum_2d,0.02,2,23,0.036,0.007,0.17,0.213,True
angular_momentum_2d,0.02,2,24,0.037,0.007,0.131,0.175,True
angular_momentum_2d,0.02,2,25,0.037,0.007,0.16,0.203,True
angular_momentum_2d,0.02,2,26,0.049,0.007,0.154,0.21,True
angular_momentum_2d,0.02,2,27,0.036,0.007,0.173,0.216,True
angular_momentum_2d,0.02,2,28,0.03,0.005,0.112,0.147,True
angular_momentum_2d,0.02,2,29,0.037,0.007,0.167,0.211,True
angular_momentum_2d,0.05,2,0,0.043,0.007,0.155,0.204,True
angular_momentum_2d,0.05,2,1,0.032,0.006,0.128,0.166,True
angular_momentum_2d,0.05,2,2,0.037,0.007,0.167,0.211,True
angular_momentum_2d,0.05,2,3,0.04,0.007,0.165,0.212,True
angular_momentum_2d,0.05,2,4,0.04,0.007,0.155,0.202,True
angular_momentum_2d,0.05,2,5,0.035,0.005,0.123,0.163,True
angular_momentum_2d,0.05,2,6,0.037,0.007,0.134,0.178,True
angular_momentum_2d,0.05,2,7,0.04,0.007,0.153,0.2,True
angular_momentum_2d,0.05,2,8,0.034,0.005,0.134,0.173,True
angular_momentum_2d,0.05,2,9,0.041,0.008,0.162,0.211,True
angular_momentum_2d,0.05,2,10,0.044,0.007,0.164,0.214,True
angular_momentum_2d,0.05,2,11,0.037,0.007,0.158,0.202,True
angular_momentum_2d,0.05,2,12,0.039,0.007,0.143,0.189,True
angular_momentum_2d,0.05,2,13,0.042,0.007,0.156,0.205,True
angular_momentum_2d,0.05,2,14,0.039,0.007,0.166,0.212,True
angular_momentum_2d,0.05,2,15,0.04,0.007,0.157,0.204,True
angular_momentum_2d,0.05,2,16,0.038,0.007,0.156,0.201,True
angular_momentum_2d,0.05,2,17,0.033,0.005,0.13,0.167,True
angular_momentum_2d,0.05,2,18,0.036,0.007,0.166,0.209,True
angular_momentum_2d,0.05,2,19,0.041,0.008,0.132,0.18,True
angular_momentum_2d,0.05,2,20,0.037,0.007,0.163,0.207,True
angular_momentum_2d,0.05,2,21,0.041,0.007,0.161,0.209,True
angular_momentum_2d,0.05,2,22,0.036,0.007,0.136,0.179,True
angular_momentum_2d,0.05,2,23,0.03,0.005,0.138,0.173,True
angular_momentum_2d,0.05,2,24,0.046,0.007,0.138,0.191,True
angular_momentum_2d,0.05,2,25,0.036,0.007,0.159,0.202,True
angular_momentum_2d,0.05,2,26,0.038,0.007,0.157,0.202,True
angular_momentum_2d,0.05,2,27,0.036,0.007,0.163,0.206,True
angular_momentum_2d,0.05,2,28,0.04,0.007,0.132,0.179,True
angular_momentum_2d,0.05,2,29,0.043,0.007,0.162,0.213,True
power_definition,0.0,2,0,0.021,0.003,0.026,0.049,True
power_definition,0.0,2,1,0.021,0.002,0.019,0.043,True
power_definition,0.0,2,2,0.011,0.001,0.01,0.023,True
power_definition,0.0,2,3,0.012,0.002,0.02,0.034,True
power_definition,0.0,2,4,0.02,0.002,0.02,0.042,True
power_definition,0.0,2,5,0.011,0.001,0.01,0.021,True
power_definition,0.0,2,6,0.016,0.001,0.01,0.028,True
power_definition,0.0,2,7,0.017,0.002,0.014,0.032,True
power_definition,0.0,2,8,0.011,0.002,0.018,0.031,True
power_definition,0.0,2,9,0.019,0.002,0.019,0.04,True
power_definition,0.0,2,10,0.018,0.002,0.019,0.04,True
power_definition,0.0,2,11,0.018,0.002,0.018,0.039,True
power_definition,0.0,2,12,0.01,0.001,0.015,0.026,True
power_definition,0.0,2,13,0.015,0.001,0.015,0.032,True
power_definition,0.0,2,14,0.014,0.001,0.013,0.029,True
power_definition,0.0,2,15,0.01,0.001,0.009,0.02,True
power_definition,0.0,2,16,0.016,0.002,0.018,0.036,True
power_definition,0.0,2,17,0.018,0.002,0.018,0.038,True
power_definition,0.0,2,18,0.018,0.002,0.018,0.038,True
power_definition,0.0,2,19,0.019,0.002,0.017,0.038,True
power_definition,0.0,2,20,0.018,0.002,0.018,0.039,True
power_definition,0.0,2,21,0.018,0.002,0.01,0.03,True
power_definition,0.0,2,22,0.01,0.001,0.008,0.02,True
power_definition,0.0,2,23,0.01,0.001,0.011,0.023,True
power_definition,0.0,2,24,0.012,0.002,0.018,0.032,True
power_definition,0.0,2,25,0.018,0.002,0.018,0.038,True
power_definition,0.0,2,26,0.018,0.002,0.018,0.038,True
power_definition,0.0,2,27,0.016,0.001,0.009,0.026,True
power_definition,0.0,2,28,0.01,0.001,0.009,0.02,True
power_definition,0.0,2,29,0.01,0.001,0.01,0.021,True
power_definition,0.02,2,0,0.01,0.001,0.018,0.029,True
power_definition,0.02,2,1,0.019,0.002,0.024,0.045,True
power_definition,0.02,2,2,0.019,0.002,0.025,0.047,True
power_definition,0.02,2,3,0.018,0.002,0.024,0.044,True
power_definition,0.02,2,4,0.018,0.002,0.024,0.044,True
power_definition,0.02,2,5,0.018,0.002,0.026,0.047,True
power_definition,0.02,2,6,0.018,0.002,0.022,0.043,True
power_definition,0.02,2,7,0.018,0.003,0.019,0.04,True
power_definition,0.02,2,8,0.017,0.002,0.023,0.042,True
power_definition,0.02,2,9,0.015,0.002,0.019,0.037,True
power_definition,0.02,2,10,0.018,0.002,0.025,0.046,True
power_definition,0.02,2,11,0.018,0.002,0.025,0.045,True
power_definition,0.02,2,12,0.018,0.002,0.022,0.043,True
power_definition,0.02,2,13,0.014,0.002,0.023,0.039,True
power_definition,0.02,2,14,0.018,0.002,0.022,0.042,True
power_definition,0.02,2,15,0.018,0.002,0.023,0.043,True
power_definition,0.02,2,16,0.018,0.002,0.024,0.044,True
power_definition,0.02,2,17,0.016,0.001,0.012,0.029,True
power_definition,0.02,2,18,0.017,0.002,0.026,0.045,True
power_definition,0.02,2,19,0.018,0.002,0.023,0.043,True
power_definition,0.02,2,20,0.018,0.002,0.025,0.045,True
power_definition,0.02,2,21,0.015,0.001,0.019,0.036,True
power_definition,0.02,2,22,0.018,0.002,0.022,0.043,True
power_definition,0.02,2,23,0.011,0.001,0.012,0.025,True
power_definition,0.02,2,24,0.012,0.002,0.023,0.038,True
power_definition,0.02,2,25,0.018,0.002,0.023,0.043,True
power_definition,0.02,2,26,0.017,0.002,0.021,0.04,True
power_definition,0.02,2,27,0.017,0.002,0.023,0.043,True
power_definition,0.02,2,28,0.018,0.002,0.023,0.043,True
power_definition,0.02,2,29,0.018,0.002,0.024,0.044,True
power_definition,0.05,2,0,0.01,0.002,0.025,0.036,True
power_definition,0.05,2,1,0.018,0.002,0.023,0.043,True
power_definition,0.05,2,2,0.018,0.002,0.021,0.042,True
power_definition,0.05,2,3,0.018,0.002,0.021,0.041,True
power_definition,0.05,2,4,0.016,0.002,0.022,0.04,True
power_definition,0.05,2,5,0.019,0.002,0.022,0.043,True
power_definition,0.05,2,6,0.01,0.002,0.021,0.033,True
power_definition,0.05,2,7,0.018,0.002,0.021,0.041,True
power_definition,0.05,2,8,0.018,0.002,0.019,0.039,True
power_definition,0.05,2,9,0.018,0.002,0.022,0.042,True
power_definition,0.05,2,10,0.018,0.002,0.024,0.044,True
power_definition,0.05,2,11,0.018,0.002,0.024,0.044,True
power_definition,0.05,2,12,0.012,0.001,0.015,0.028,True
power_definition,0.05,2,13,0.018,0.002,0.021,0.041,True
power_definition,0.05,2,14,0.015,0.001,0.015,0.032,True
power_definition,0.05,2,15,0.018,0.002,0.021,0.042,True
power_definition,0.05,2,16,0.018,0.002,0.022,0.042,True
power_definition,0.05,2,17,0.018,0.002,0.022,0.041,True
power_definition,0.05,2,18,0.01,0.001,0.022,0.033,True
power_definition,0.05,2,19,0.018,0.002,0.021,0.042,True
power_definition,0.05,2,20,0.018,0.002,0.023,0.043,True
power_definition,0.05,2,21,0.018,0.002,0.017,0.037,True
power_definition,0.05,2,22,0.01,0.001,0.01,0.022,True
power_definition,0.05,2,23,0.01,0.001,0.019,0.031,True
power_definition,0.05,2,24,0.018,0.002,0.021,0.041,True
power_definition,0.05,2,25,0.018,0.002,0.023,0.043,True
power_definition,0.05,2,26,0.018,0.002,0.016,0.036,True
power_definition,0.05,2,27,0.01,0.001,0.022,0.033,True
power_definition,0.05,2,28,0.018,0.002,0.022,0.042,True
power_definition,0.05,2,29,0.018,0.002,0.022,0.042,True
frequency_shift_linear,0.0,2,0,0.017,0.001,0.021,0.039,True
frequency_shift_linear,0.0,2,1,0.017,0.002,0.035,0.055,True
frequency_shift_linear,0.0,2,2,0.02,0.002,0.032,0.055,True
frequency_shift_linear,0.0,2,3,0.021,0.002,0.019,0.041,True
frequency_shift_linear,0.0,2,4,0.021,0.002,0.031,0.055,True
frequency_shift_linear,0.0,2,5,0.021,0.002,0.032,0.056,True
frequency_shift_linear,0.0,2,6,0.013,0.001,0.032,0.046,True
frequency_shift_linear,0.0,2,7,0.021,0.002,0.031,0.055,True
frequency_shift_linear,0.0,2,8,0.013,0.002,0.03,0.045,True
frequency_shift_linear,0.0,2,9,0.021,0.002,0.029,0.052,True
frequency_shift_linear,0.0,2,10,0.011,0.002,0.026,0.04,True
frequency_shift_linear,0.0,2,11,0.021,0.002,0.028,0.052,True
frequency_shift_linear,0.0,2,12,0.021,0.002,0.019,0.042,True
frequency_shift_linear,0.0,2,13,0.021,0.002,0.025,0.048,True
frequency_shift_linear,0.0,2,14,0.021,0.002,0.024,0.047,True
frequency_shift_linear,0.0,2,15,0.014,0.002,0.027,0.044,True
frequency_shift_linear,0.0,2,16,0.021,0.002,0.025,0.049,True
frequency_shift_linear,0.0,2,17,0.013,0.001,0.024,0.039,True
frequency_shift_linear,0.0,2,18,0.021,0.002,0.027,0.051,True
frequency_shift_linear,0.0,2,19,0.021,0.002,0.025,0.048,True
frequency_shift_linear,0.0,2,20,0.014,0.002,0.025,0.041,True
frequency_shift_linear,0.0,2,21,0.021,0.002,0.029,0.053,True
frequency_shift_linear,0.0,2,22,0.018,0.002,0.028,0.048,True
frequency_shift_linear,0.0,2,23,0.021,0.002,0.028,0.051,True
frequency_shift_linear,0.0,2,24,0.021,0.002,0.02,0.043,True
frequency_shift_linear,0.0,2,25,0.018,0.002,0.027,0.048,True
frequency_shift_linear,0.0,2,26,0.014,0.002,0.022,0.038,True
frequency_shift_linear,0.0,2,27,0.021,0.002,0.024,0.047,True
frequency_shift_linear,0.0,2,28,0.021,0.002,0.016,0.04,True
frequency_shift_linear,0.0,2,29,0.013,0.002,0.016,0.031,True
frequency_shift_linear,0.02,2,0,0.303,0.069,0.048,0.42,True
frequency_shift_linear,0.02,2,1,0.235,0.075,0.039,0.349,True
frequency_shift_linear,0.02,2,2,0.339,0.072,0.041,0.452,True
frequency_shift_linear,0.02,2,3,0.308,0.068,0.046,0.421,True
frequency_shift_linear,0.02,2,4,0.258,0.068,0.046,0.372,True
frequency_shift_linear,0.02,2,5,0.283,0.07,0.032,0.385,True
frequency_shift_linear,0.02,2,6,0.279,0.07,0.032,0.382,True
frequency_shift_linear,0.02,2,7,0.277,0.039,0.044,0.36,True
frequency_shift_linear,0.02,2,8,0.273,0.057,0.044,0.375,True
frequency_shift_linear,0.02,2,9,0.223,0.069,0.039,0.332,True
frequency_shift_linear,0.02,2,10,0.273,0.061,0.03,0.364,True
frequency_shift_linear,0.02,2,11,0.267,0.071,0.032,0.37,True
frequency_shift_linear,0.02,2,12,0.261,0.059,0.042,0.362,True
frequency_shift_linear,0.02,2,13,0.268,0.07,0.045,0.382,True
frequency_shift_linear,0.02,2,14,0.239,0.073,0.029,0.342,True
frequency_shift_linear,0.02,2,15,0.235,0.039,0.029,0.303,True
frequency_shift_linear,0.02,2,16,0.237,0.057,0.036,0.33,True
frequency_shift_linear,0.02,2,17,0.246,0.064,0.038,0.349,True
frequency_shift_linear,0.02,2,18,0.233,0.07,0.038,0.341,True
frequency_shift_linear,0.02,2,19,0.263,0.037,0.03,0.33,True
frequency_shift_linear,0.02,2,20,0.323,0.072,0.031,0.426,True
frequency_shift_linear,0.02,2,21,0.283,0.067,0.036,0.387,True
frequency_shift_linear,0.02,2,22,0.228,0.069,0.044,0.34,True
frequency_shift_linear,0.02,2,23,0.252,0.073,0.034,0.358,True
frequency_shift_linear,0.02,2,24,0.258,0.048,0.041,0.347,True
frequency_shift_linear,0.02,2,25,0.251,0.063,0.045,0.36,True
frequency_shift_linear,0.02,2,26,0.258,0.073,0.033,0.364,True
frequency_shift_linear,0.02,2,27,0.229,0.071,0.031,0.33,True
frequency_shift_linear,0.02,2,28,0.221,0.056,0.044,0.32,True
frequency_shift_linear,0.02,2,29,0.29,0.053,0.031,0.374,True
frequency_shift_linear,0.05,2,0,0.467,0.072,0.034,0.574,True
frequency_shift_linear,0.05,2,1,0.424,0.07,0.037,0.531,True
frequency_shift_linear,0.05,2,2,0.423,0.072,0.032,0.527,True
frequency_shift_linear,0.05,2,3,0.455,0.07,0.032,0.557,True
frequency_shift_linear,0.05,2,4,0.484,0.051,0.042,0.576,True
frequency_shift_linear,0.05,2,5,0.424,0.04,0.044,0.507,True
frequency_shift_linear,0.05,2,6,0.433,0.063,0.041,0.537,True
frequency_shift_linear,0.05,2,7,0.396,0.076,0.04,0.512,True
frequency_shift_linear,0.05,2,8,0.394,0.062,0.046,0.501,True
frequency_shift_linear,0.05,2,9,0.176,0.069,0.039,0.283,True
frequency_shift_linear,0.05,2,10,0.43,0.071,0.026,0.527,True
frequency_shift_linear,0.05,2,11,0.4,0.061,0.042,0.502,True
frequency_shift_linear,0.05,2,12,0.437,0.05,0.043,0.53,True
frequency_shift_linear,0.05,2,13,0.432,0.069,0.042,0.544,True
frequency_shift_linear,0.05,2,14,0.406,0.073,0.032,0.51,True
frequency_shift_linear,0.05,2,15,0.401,0.072,0.034,0.507,True
frequency_shift_linear,0.05,2,16,0.48,0.055,0.041,0.577,True
frequency_shift_linear,0.05,2,17,0.412,0.071,0.032,0.516,True
frequency_shift_linear,0.05,2,18,0.397,0.041,0.042,0.48,True
frequency_shift_linear,0.05,2,19,0.439,0.056,0.044,0.539,True
frequency_shift_linear,0.05,2,20,0.441,0.041,0.04,0.522,True
frequency_shift_linear,0.05,2,21,0.399,0.043,0.043,0.485,True
frequency_shift_linear,0.05,2,22,0.417,0.072,0.034,0.522,True
frequency_shift_linear,0.05,2,23,0.393,0.061,0.042,0.496,True
frequency_shift_linear,0.05,2,24,0.434,0.073,0.034,0.541,True
frequency_shift_linear,0.05,2,25,0.407,0.072,0.042,0.52,True
frequency_shift_linear,0.05,2,26,0.481,0.042,0.041,0.564,True
frequency_shift_linear,0.05,2,27,0.402,0.059,0.042,0.503,True
frequency_shift_linear,0.05,2,28,0.398,0.069,0.038,0.505,True
frequency_shift_linear,0.05,2,29,0.414,0.07,0.033,0.518,True
wavenumber_dispersion,0.0,2,0,0.025,0.004,0.056,0.086,True
wavenumber_dispersion,0.0,2,1,0.024,0.004,0.042,0.07,True
wavenumber_dispersion,0.0,2,2,0.024,0.004,0.047,0.075,True
wavenumber_dispersion,0.0,2,3,0.024,0.004,0.042,0.07,True
wavenumber_dispersion,0.0,2,4,0.024,0.004,0.047,0.076,True
wavenumber_dispersion,0.0,2,5,0.023,0.004,0.047,0.074,True
wavenumber_dispersion,0.0,2,6,0.025,0.004,0.047,0.076,True
wavenumber_dispersion,0.0,2,7,0.014,0.002,0.038,0.054,True
wavenumber_dispersion,0.0,2,8,0.023,0.004,0.045,0.072,True
wavenumber_dispersion,0.0,2,9,0.024,0.004,0.042,0.07,True
wavenumber_dispersion,0.0,2,10,0.024,0.004,0.041,0.07,True
wavenumber_dispersion,0.0,2,11,0.023,0.004,0.042,0.07,True
wavenumber_dispersion,0.0,2,12,0.024,0.003,0.038,0.065,True
wavenumber_dispersion,0.0,2,13,0.024,0.004,0.053,0.081,True
wavenumber_dispersion,0.0,2,14,0.02,0.004,0.037,0.061,True
wavenumber_dispersion,0.0,2,15,0.024,0.004,0.036,0.064,True
wavenumber_dispersion,0.0,2,16,0.024,0.004,0.043,0.071,True
wavenumber_dispersion,0.0,2,17,0.023,0.004,0.045,0.072,True
wavenumber_dispersion,0.0,2,18,0.018,0.004,0.045,0.066,True
wavenumber_dispersion,0.0,2,19,0.024,0.004,0.045,0.073,True
wavenumber_dispersion,0.0,2,20,0.015,0.003,0.027,0.045,True
wavenumber_dispersion,0.0,2,21,0.024,0.004,0.049,0.077,True
wavenumber_dispersion,0.0,2,22,0.024,0.004,0.036,0.064,True
wavenumber_dispersion,0.0,2,23,0.022,0.004,0.048,0.073,True
wavenumber_dispersion,0.0,2,24,0.024,0.004,0.029,0.058,True
wavenumber_dispersion,0.0,2,25,0.017,0.002,0.036,0.055,True
wavenumber_dispersion,0.0,2,26,0.023,0.004,0.046,0.073,True
wavenumber_dispersion,0.0,2,27,0.024,0.004,0.032,0.061,True
wavenumber_dispersion,0.0,2,28,0.019,0.003,0.035,0.057,True
wavenumber_dispersion,0.0,2,29,0.023,0.004,0.047,0.075,True
wavenumber_dispersion,0.02,2,0,0.022,0.002,0.035,0.06,True
wavenumber_dispersion,0.02,2,1,0.024,0.004,0.065,0.094,True
wavenumber_dispersion,0.02,2,2,0.022,0.004,0.051,0.077,True
wavenumber_dispersion,0.02,2,3,0.025,0.004,0.067,0.096,True
wavenumber_dispersion,0.02,2,4,0.02,0.004,0.065,0.089,True
wavenumber_dispersion,0.02,2,5,0.024,0.004,0.04,0.067,True
wavenumber_dispersion,0.02,2,6,0.02,0.002,0.05,0.073,True
wavenumber_dispersion,0.02,2,7,0.024,0.004,0.064,0.092,True
wavenumber_dispersion,0.02,2,8,0.015,0.004,0.061,0.081,True
wavenumber_dispersion,0.02,2,9,0.02,0.004,0.068,0.092,True
wavenumber_dispersion,0.02,2,10,0.019,0.003,0.064,0.086,True
wavenumber_dispersion,0.02,2,11,0.023,0.004,0.054,0.081,True
wavenumber_dispersion,0.02,2,12,0.019,0.004,0.061,0.084,True
wavenumber_dispersion,0.02,2,13,0.024,0.004,0.048,0.076,True
wavenumber_dispersion,0.02,2,14,0.023,0.004,0.044,0.071,True
wavenumber_dispersion,0.02,2,15,0.023,0.002,0.065,0.09,True
wavenumber_dispersion,0.02,2,16,0.025,0.004,0.055,0.085,True
wavenumber_dispersion,0.02,2,17,0.02,0.004,0.061,0.084,True
wavenumber_dispersion,0.02,2,18,0.022,0.003,0.063,0.088,True
wavenumber_dispersion,0.02,2,19,0.024,0.004,0.065,0.093,True
wavenumber_dispersion,0.02,2,20,0.019,0.004,0.063,0.086,True
wavenumber_dispersion,0.02,2,21,0.024,0.003,0.064,0.091,True
wavenumber_dispersion,0.02,2,22,0.024,0.004,0.052,0.081,True
wavenumber_dispersion,0.02,2,23,0.023,0.004,0.063,0.09,True
wavenumber_dispersion,0.02,2,24,0.015,0.004,0.067,0.087,True
wavenumber_dispersion,0.02,2,25,0.024,0.004,0.063,0.092,True
wavenumber_dispersion,0.02,2,26,0.016,0.004,0.048,0.068,True
wavenumber_dispersion,0.02,2,27,0.025,0.004,0.059,0.088,True
wavenumber_dispersion,0.02,2,28,0.026,0.004,0.049,0.078,True
wavenumber_dispersion,0.02,2,29,0.023,0.004,0.06,0.088,True
wavenumber_dispersion,0.05,2,0,0.024,0.004,0.042,0.07,True
wavenumber_dispersion,0.05,2,1,0.024,0.004,0.055,0.084,True
wavenumber_dispersion,0.05,2,2,0.023,0.004,0.057,0.084,True
wavenumber_dispersion,0.05,2,3,0.019,0.004,0.064,0.087,True
wavenumber_dispersion,0.05,2,4,0.017,0.004,0.059,0.08,True
wavenumber_dispersion,0.05,2,5,0.015,0.003,0.063,0.081,True
wavenumber_dispersion,0.05,2,6,0.023,0.004,0.062,0.089,True
wavenumber_dispersion,0.05,2,7,0.024,0.004,0.047,0.075,True
wavenumber_dispersion,0.05,2,8,0.023,0.004,0.058,0.086,True
wavenumber_dispersion,0.05,2,9,0.018,0.002,0.056,0.076,True
wavenumber_dispersion,0.05,2,10,0.024,0.004,0.062,0.09,True
wavenumber_dispersion,0.05,2,11,0.023,0.002,0.054,0.08,True
wavenumber_dispersion,0.05,2,12,0.024,0.004,0.049,0.077,True
wavenumber_dispersion,0.05,2,13,0.024,0.004,0.064,0.092,True
wavenumber_dispersion,0.05,2,14,0.023,0.003,0.053,0.079,True
wavenumber_dispersion,0.05,2,15,0.025,0.004,0.06,0.089,True
wavenumber_dispersion,0.05,2,16,0.021,0.004,0.059,0.085,True
wavenumber_dispersion,0.05,2,17,0.023,0.004,0.061,0.088,True
wavenumber_dispersion,0.05,2,18,0.024,0.004,0.061,0.089,True
wavenumber_dispersion,0.05,2,19,0.014,0.002,0.037,0.053,True
wavenumber_dispersion,0.05,2,20,0.015,0.003,0.067,0.085,True
wavenumber_dispersion,0.05,2,21,0.024,0.004,0.046,0.074,True
wavenumber_dispersion,0.05,2,22,0.024,0.004,0.058,0.087,True
wavenumber_dispersion,0.05,2,23,0.024,0.004,0.055,0.083,True
wavenumber_dispersion,0.05,2,24,0.021,0.004,0.061,0.086,True
wavenumber_dispersion,0.05,2,25,0.019,0.003,0.033,0.055,True
wavenumber_dispersion,0.05,2,26,0.019,0.004,0.035,0.058,True
wavenumber_dispersion,0.05,2,27,0.023,0.004,0.046,0.073,True
wavenumber_dispersion,0.05,2,28,0.023,0.002,0.046,0.072,True
