name,sigma,degree,seed,t_srgb,t_sindy_null,t_sindy_st,t_total,srgb_exact
I.12.2,0.05,3,0,1.511,0.018,1.885,3.414,False
I.12.2,0.05,3,1,1.451,0.023,1.788,3.263,False
I.12.2,0.05,3,2,1.544,0.024,1.675,3.243,False
I.12.2,0.05,3,3,1.693,0.022,1.852,3.567,False
I.12.2,0.05,3,4,1.81,0.024,1.774,3.608,False
I.12.2,0.05,3,5,1.871,0.038,1.789,3.697,False
I.12.2,0.05,3,6,1.721,0.038,1.801,3.56,False
I.12.2,0.05,3,7,1.554,0.019,1.588,3.161,False
I.12.2,0.05,3,8,1.667,0.031,1.614,3.312,False
I.12.2,0.05,3,9,1.485,0.017,1.697,3.199,False
I.12.2,0.05,3,10,1.909,0.02,1.704,3.633,False
I.12.2,0.05,3,11,1.406,0.02,1.806,3.232,False
I.12.2,0.05,3,12,1.73,0.017,1.859,3.606,False
I.12.2,0.05,3,13,1.798,0.016,1.697,3.511,False
I.12.2,0.05,3,14,1.516,0.021,1.615,3.152,False
I.12.2,0.05,3,15,1.533,0.025,1.787,3.345,False
I.12.2,0.05,3,16,1.374,0.016,1.703,3.093,False
I.12.2,0.05,3,17,1.61,0.015,1.537,3.163,False
I.12.2,0.05,3,18,1.395,0.018,1.847,3.26,False
I.12.2,0.05,3,19,1.64,0.023,1.68,3.344,False
I.12.2,0.05,3,20,1.731,0.034,1.837,3.602,False
I.12.2,0.05,3,21,1.512,0.036,1.802,3.351,False
I.12.2,0.05,3,22,1.508,0.027,1.655,3.189,False
I.12.2,0.05,3,23,1.762,0.02,1.742,3.524,False
I.12.2,0.05,3,24,1.515,0.021,1.755,3.291,False
I.12.2,0.05,3,25,1.338,0.023,1.792,3.153,False
I.12.2,0.05,3,26,1.609,0.046,1.762,3.417,False
I.12.2,0.05,3,27,1.707,0.022,1.809,3.538,False
I.12.2,0.05,3,28,1.638,0.02,1.527,3.186,False
I.12.2,0.05,3,29,1.577,0.038,1.83,3.445,False
centripetal_force,0.0,3,0,0.12,0.01,0.612,0.743,True
centripetal_force,0.0,3,1,0.139,0.01,0.635,0.785,True
centripetal_force,0.0,3,2,0.143,0.01,0.639,0.792,True
centripetal_force,0.0,3,3,0.124,0.015,0.636,0.775,True
centripetal_force,0.0,3,4,0.117,0.01,0.636,0.763,True
centripetal_force,0.0,3,5,0.121,0.01,0.595,0.727,True
centripetal_force,0.0,3,6,0.048,0.013,0.627,0.688,True
centripetal_force,0.0,3,7,0.112,0.014,0.557,0.683,True
centripetal_force,0.0,3,8,0.129,0.012,0.644,0.784,True
centripetal_force,0.0,3,9,0.115,0.01,0.662,0.787,True
centripetal_force,0.0,3,10,0.055,0.018,0.683,0.756,True
centripetal_force,0.0,3,11,0.116,0.01,0.632,0.759,True
centripetal_force,0.0,3,12,0.093,0.01,0.633,0.736,True
centripetal_force,0.0,3,13,0.116,0.008,0.621,0.746,True
centripetal_force,0.0,3,14,0.119,0.01,0.627,0.756,True
centripetal_force,0.0,3,15,0.119,0.01,0.616,0.746,True
centripetal_force,0.0,3,16,0.121,0.011,0.628,0.76,True
centripetal_force,0.0,3,17,0.116,0.01,0.628,0.753,True
centripetal_force,0.0,3,18,0.12,0.01,0.633,0.763,True
centripetal_force,0.0,3,19,0.113,0.008,0.707,0.828,True
centripetal_force,0.0,3,20,0.161,0.01,0.601,0.772,True
centripetal_force,0.0,3,21,0.124,0.011,0.602,0.737,True
centripetal_force,0.0,3,22,0.118,0.01,0.605,0.733,True
centripetal_force,0.0,3,23,0.114,0.01,0.633,0.757,True
centripetal_force,0.0,3,24,0.114,0.01,0.596,0.721,True
centripetal_force,0.0,3,25,0.059,0.019,0.628,0.706,True
centripetal_force,0.0,3,26,0.123,0.01,0.606,0.739,True
centripetal_force,0.0,3,27,0.116,0.008,0.611,0.734,True
centripetal_force,0.0,3,28,0.119,0.01,0.628,0.758,True
centripetal_force,0.0,3,29,0.055,0.012,0.624,0.691,True
centripetal_force,0.02,3,0,1.022,0.027,0.636,1.685,False
centripetal_force,0.02,3,1,1.024,0.022,0.475,1.521,False
centripetal_force,0.02,3,2,1.018,0.02,0.576,1.614,False
centripetal_force,0.02,3,3,1.098,0.022,0.604,1.724,False
centripetal_force,0.02,3,4,0.991,0.019,0.62,1.629,False
centripetal_force,0.02,3,5,0.989,0.022,0.584,1.596,False
centripetal_force,0.02,3,6,0.951,0.021,0.645,1.617,False
centripetal_force,0.02,3,7,1.01,0.021,0.742,1.773,False
centripetal_force,0.02,3,8,1.087,0.023,0.642,1.752,False
centripetal_force,0.02,3,9,1.077,0.024,0.616,1.717,False
centripetal_force,0.02,3,10,1.048,0.026,0.632,1.706,False
centripetal_force,0.02,3,11,1.09,0.021,0.536,1.646,False
centripetal_force,0.02,3,12,0.978,0.026,0.658,1.663,False
centripetal_force,0.02,3,13,0.972,0.025,0.601,1.598,False
centripetal_force,0.02,3,14,1.039,0.021,0.619,1.679,False
centripetal_force,0.02,3,15,1.078,0.02,0.706,1.804,False
centripetal_force,0.02,3,16,1.152,0.023,0.607,1.781,False
centripetal_force,0.02,3,17,0.971,0.027,0.649,1.647,False
centripetal_force,0.02,3,18,0.968,0.025,0.542,1.535,False
centripetal_force,0.02,3,19,1.255,0.021,0.601,1.876,False
centripetal_force,0.02,3,20,1.029,0.02,0.645,1.694,False
centripetal_force,0.02,3,21,1.077,0.018,0.596,1.691,False
centripetal_force,0.02,3,22,1.18,0.022,0.58,1.782,False
centripetal_force,0.02,3,23,1.07,0.035,0.633,1.738,False
centripetal_force,0.02,3,24,0.976,0.039,0.637,1.652,False
centripetal_force,0.02,3,25,0.891,0.02,0.653,1.564,False
centripetal_force,0.02,3,26,0.987,0.022,0.564,1.574,False
centripetal_force,0.02,3,27,0.997,0.022,0.642,1.661,False
centripetal_force,0.02,3,28,1.042,0.02,0.519,1.581,False
centripetal_force,0.02,3,29,1.042,0.027,0.634,1.703,False
centripetal_force,0.05,3,0,0.89,0.03,0.579,1.499,False
centripetal_force,0.05,3,1,0.813,0.03,0.634,1.476,False
centripetal_force,0.05,3,2,0.844,0.018,0.648,1.51,False
centripetal_force,0.05,3,3,0.815,0.031,0.593,1.439,False
centripetal_force,0.05,3,4,0.827,0.02,0.547,1.394,False
centripetal_force,0.05,3,5,0.773,0.027,0.579,1.379,False
centripetal_force,0.05,3,6,0.843,0.026,0.611,1.48,False
centripetal_force,0.05,3,7,0.77,0.024,0.594,1.388,False
centripetal_force,0.05,3,8,0.858,0.024,0.585,1.467,False
centripetal_force,0.05,3,9,0.843,0.033,0.589,1.465,False
centripetal_force,0.05,3,10,0.845,0.028,0.574,1.447,False
centripetal_force,0.05,3,11,0.796,0.018,0.61,1.424,False
centripetal_force,0.05,3,12,0.881,0.028,0.574,1.483,False
centripetal_force,0.05,3,13,0.861,0.023,0.599,1.483,False
centripetal_force,0.05,3,14,0.859,0.02,0.569,1.447,False
centripetal_force,0.05,3,15,0.838,0.025,0.578,1.44,False
centripetal_force,0.05,3,16,0.856,0.022,0.63,1.508,False
centripetal_force,0.05,3,17,0.861,0.024,0.589,1.475,False
centripetal_force,0.05,3,18,0.908,0.018,0.546,1.471,False
centripetal_force,0.05,3,19,0.826,0.021,0.642,1.489,False
centripetal_force,0.05,3,20,0.869,0.033,0.534,1.436,False
centripetal_force,0.05,3,21,0.743,0.021,0.576,1.34,False
centripetal_force,0.05,3,22,0.741,0.016,0.61,1.367,False
centripetal_force,0.05,3,23,0.801,0.018,0.591,1.41,False
centripetal_force,0.05,3,24,0.832,0.028,0.628,1.488,False
centripetal_force,0.05,3,25,0.799,0.028,0.62,1.447,False
centripetal_force,0.05,3,26,0.848,0.024,0.605,1.477,False
centripetal_force,0.05,3,27,0.954,0.019,0.604,1.577,False
centripetal_force,0.05,3,28,0.871,0.019,0.615,1.506,False
centripetal_force,0.05,3,29,0.847,0.019,0.627,1.492,False
charge_force_toy,0.0,3,0,0.121,0.011,0.511,0.642,True
charge_force_toy,0.0,3,1,0.126,0.01,0.525,0.661,True
charge_force_toy,0.0,3,2,0.126,0.01,0.452,0.588,True
charge_force_toy,0.0,3,3,0.14,0.01,0.518,0.669,True
charge_force_toy,0.0,3,4,0.093,0.017,0.507,0.618,True
charge_force_toy,0.0,3,5,0.124,0.011,0.526,0.662,True
charge_force_toy,0.0,3,6,0.103,0.016,0.529,0.648,True
charge_force_toy,0.0,3,7,0.13,0.01,0.525,0.665,True
charge_force_toy,0.0,3,8,0.099,0.009,0.536,0.644,True
charge_force_toy,0.0,3,9,0.129,0.01,0.509,0.648,True
charge_force_toy,0.0,3,10,0.125,0.01,0.534,0.669,True
charge_force_toy,0.0,3,11,0.128,0.011,0.539,0.677,True
charge_force_toy,0.0,3,12,0.065,0.037,0.514,0.616,True
charge_force_toy,0.0,3,13,0.125,0.008,0.551,0.684,True
charge_force_toy,0.0,3,14,0.124,0.01,0.522,0.657,True
charge_force_toy,0.0,3,15,0.129,0.01,0.492,0.631,True
charge_force_toy,0.0,3,16,0.139,0.01,0.453,0.602,True
charge_force_toy,0.0,3,17,0.13,0.011,0.518,0.658,True
charge_force_toy,0.0,3,18,0.123,0.008,0.502,0.634,True
charge_force_toy,0.0,3,19,0.14,0.011,0.57,0.721,True
charge_force_toy,0.0,3,20,0.127,0.01,0.523,0.66,True
charge_force_toy,0.0,3,21,0.131,0.01,0.529,0.671,True
charge_force_toy,0.0,3,22,0.134,0.014,0.557,0.705,True
charge_force_toy,0.0,3,23,0.131,0.01,0.516,0.657,True
charge_force_toy,0.0,3,24,0.129,0.01,0.543,0.682,True
charge_force_toy,0.0,3,25,0.128,0.01,0.512,0.65,True
charge_force_toy,0.0,3,26,0.148,0.008,0.449,0.605,True
charge_force_toy,0.0,3,27,0.128,0.008,0.492,0.628,True
charge_force_toy,0.0,3,28,0.127,0.008,0.481,0.615,True
charge_force_toy,0.0,3,29,0.128,0.011,0.536,0.674,True
charge_force_toy,0.02,3,0,0.363,0.292,0.483,1.138,True
charge_force_toy,0.02,3,1,0.325,0.222,0.535,1.083,True
charge_force_toy,0.02,3,2,0.357,0.271,0.524,1.151,True
charge_force_toy,0.02,3,3,0.303,0.285,0.568,1.156,True
charge_force_toy,0.02,3,4,0.304,0.281,0.543,1.128,True
charge_force_toy,0.02,3,5,0.385,0.221,0.548,1.154,True
charge_force_toy,0.02,3,6,0.318,0.296,0.42,1.033,True
charge_force_toy,0.02,3,7,0.382,0.304,0.462,1.148,True
charge_force_toy,0.02,3,8,0.373,0.292,0.51,1.175,True
charge_force_toy,0.02,3,9,0.413,0.264,0.494,1.17,True
charge_force_toy,0.02,3,10,0.493,0.275,0.531,1.299,True
charge_force_toy,0.02,3,11,0.341,0.292,0.566,1.199,True
charge_force_toy,0.02,3,12,0.367,0.283,0.547,1.197,True
charge_force_toy,0.02,3,13,0.348,0.233,0.539,1.12,True
charge_force_toy,0.02,3,14,0.353,0.295,0.51,1.158,True
charge_force_toy,0.02,3,15,0.339,0.291,0.469,1.099,True
charge_force_toy,0.02,3,16,0.332,0.296,0.528,1.155,True
charge_force_toy,0.02,3,17,0.288,0.228,0.568,1.084,True
charge_force_toy,0.02,3,18,0.708,0.271,0.568,1.547,True
charge_force_toy,0.02,3,19,0.456,0.258,0.59,1.304,True
charge_force_toy,0.02,3,20,0.36,0.239,0.57,1.169,True
charge_force_toy,0.02,3,21,0.351,0.221,0.526,1.097,True
charge_force_toy,0.02,3,22,0.366,0.281,0.535,1.182,True
charge_force_toy,0.02,3,23,0.359,0.292,0.536,1.187,True
charge_force_toy,0.02,3,24,0.35,0.282,0.543,1.175,True
charge_force_toy,0.02,3,25,0.3,0.298,0.509,1.106,True
charge_force_toy,0.02,3,26,0.383,0.292,0.498,1.172,True
charge_force_toy,0.02,3,27,0.322,0.294,0.502,1.118,True
charge_force_toy,0.02,3,28,0.305,0.29,0.515,1.11,True
charge_force_toy,0.02,3,29,0.371,0.225,0.514,1.109,True
charge_force_toy,0.05,3,0,1.435,0.15,0.484,2.068,False
charge_force_toy,0.05,3,1,1.187,0.163,0.495,1.845,False
charge_force_toy,0.05,3,2,1.314,0.137,0.547,1.998,False
charge_force_toy,0.05,3,3,1.241,0.148,0.557,1.946,False
charge_force_toy,0.05,3,4,1.247,0.151,0.552,1.95,False
charge_force_toy,0.05,3,5,1.309,0.109,0.483,1.901,False
charge_force_toy,0.05,3,6,1.245,0.158,0.413,1.816,False
charge_force_toy,0.05,3,7,1.561,0.158,0.497,2.217,False
charge_force_toy,0.05,3,8,1.26,0.143,0.468,1.872,False
charge_force_toy,0.05,3,9,1.159,0.145,0.464,1.768,False
charge_force_toy,0.05,3,10,1.876,0.114,0.413,2.402,False
charge_force_toy,0.05,3,11,1.34,0.122,0.469,1.931,False
charge_force_toy,0.05,3,12,1.119,0.115,0.479,1.713,False
charge_force_toy,0.05,3,13,1.124,0.139,0.497,1.76,False
charge_force_toy,0.05,3,14,1.704,0.148,0.507,2.359,False
charge_force_toy,0.05,3,15,1.677,0.137,0.48,2.294,False
charge_force_toy,0.05,3,16,1.211,0.13,0.505,1.845,False
charge_force_toy,0.05,3,17,1.217,0.141,0.53,1.888,False
charge_force_toy,0.05,3,18,1.329,0.128,0.509,1.966,False
charge_force_toy,0.05,3,19,1.785,0.132,0.518,2.435,False
charge_force_toy,0.05,3,20,1.16,0.143,0.454,1.757,False
charge_force_toy,0.05,3,21,1.523,0.152,0.5,2.174,False
charge_force_toy,0.05,3,22,1.213,0.141,0.526,1.88,False
charge_force_toy,0.05,3,23,1.199,0.13,0.485,1.814,False
charge_force_toy,0.05,3,24,1.43,0.145,0.528,2.103,False
charge_force_toy,0.05,3,25,1.155,0.14,0.458,1.753,False
charge_force_toy,0.05,3,26,1.3,0.164,0.553,2.017,False
charge_force_toy,0.05,3,27,1.291,0.151,0.53,1.972,False
charge_force_toy,0.05,3,28,1.292,0.143,0.648,2.082,False
charge_force_toy,0.05,3,29,1.662,0.158,0.534,2.354,False
I.13.4,0.0,3,0,0.132,0.004,0.152,0.288,True
I.13.4,0.0,3,1,0.088,0.006,0.126,0.219,True
I.13.4,0.0,3,2,0.092,0.005,0.139,0.236,True
I.13.4,0.0,3,3,0.094,0.005,0.135,0.235,True
I.13.4,0.0,3,4,0.088,0.004,0.117,0.21,True
I.13.4,0.0,3,5,0.094,0.005,0.119,0.218,True
I.13.4,0.0,3,6,0.086,0.005,0.142,0.233,True
I.13.4,0.0,3,7,0.091,0.005,0.136,0.232,True
I.13.4,0.0,3,8,0.091,0.005,0.136,0.232,True
I.13.4,0.0,3,9,0.087,0.004,0.111,0.202,True
I.13.4,0.0,3,10,0.097,0.005,0.134,0.236,True
I.13.4,0.0,3,11,0.092,0.005,0.106,0.203,True
I.13.4,0.0,3,12,0.08,0.004,0.123,0.206,True
I.13.4,0.0,3,13,0.087,0.005,0.121,0.213,True
I.13.4,0.0,3,14,0.093,0.005,0.137,0.236,True
I.13.4,0.0,3,15,0.093,0.004,0.098,0.196,True
I.13.4,0.0,3,16,0.082,0.004,0.122,0.208,True
I.13.4,0.0,3,17,0.093,0.005,0.108,0.205,True
I.13.4,0.0,3,18,0.09,0.005,0.136,0.231,True
I.13.4,0.0,3,19,0.096,0.005,0.133,0.234,True
I.13.4,0.0,3,20,0.091,0.005,0.145,0.241,True
I.13.4,0.0,3,21,0.092,0.005,0.128,0.226,True
I.13.4,0.0,3,22,0.094,0.005,0.142,0.24,True
I.13.4,0.0,3,23,0.09,0.003,0.125,0.218,True
I.13.4,0.0,3,24,0.078,0.004,0.122,0.204,True
I.13.4,0.0,3,25,0.095,0.005,0.119,0.219,True
I.13.4,0.0,3,26,0.091,0.005,0.136,0.232,True
I.13.4,0.0,3,27,0.094,0.005,0.119,0.218,True
I.13.4,0.0,3,28,0.094,0.005,0.126,0.226,True
I.13.4,0.0,3,29,0.08,0.004,0.109,0.192,True
I.13.4,0.02,3,0,1.195,0.014,0.117,1.326,True
I.13.4,0.02,3,1,1.154,0.009,0.133,1.296,True
I.13.4,0.02,3,2,1.141,0.009,0.133,1.283,True
I.13.4,0.02,3,3,1.218,0.01,0.112,1.341,True
I.13.4,0.02,3,4,1.053,0.017,0.127,1.196,True
I.13.4,0.02,3,5,1.07,0.012,0.099,1.181,True
I.13.4,0.02,3,6,1.111,0.01,0.15,1.272,True
I.13.4,0.02,3,7,1.106,0.03,0.136,1.272,True
I.13.4,0.02,3,8,1.135,0.015,0.132,1.283,True
I.13.4,0.02,3,9,1.203,0.016,0.105,1.324,True
I.13.4,0.02,3,10,1.207,0.013,0.1,1.32,True
I.13.4,0.02,3,11,1.039,0.011,0.131,1.182,True
I.13.4,0.02,3,12,1.185,0.011,0.115,1.31,True
I.13.4,0.02,3,13,1.197,0.01,0.102,1.309,True
I.13.4,0.02,3,14,1.071,0.019,0.119,1.209,True
I.13.4,0.02,3,15,1.19,0.012,0.117,1.319,True
I.13.4,0.02,3,16,1.079,0.03,0.132,1.241,True
I.13.4,0.02,3,17,1.136,0.011,0.147,1.294,True
I.13.4,0.02,3,18,1.123,0.016,0.112,1.251,True
I.13.4,0.02,3,19,1.012,0.016,0.137,1.164,True
I.13.4,0.02,3,20,1.195,0.013,0.13,1.339,True
I.13.4,0.02,3,21,1.134,0.016,0.124,1.274,True
I.13.4,0.02,3,22,1.105,0.02,0.111,1.237,True
I.13.4,0.02,3,23,1.121,0.013,0.126,1.26,True
I.13.4,0.02,3,24,1.072,0.016,0.132,1.219,True
I.13.4,0.02,3,25,1.135,0.011,0.139,1.285,True
I.13.4,0.02,3,26,1.127,0.018,0.135,1.281,True
I.13.4,0.02,3,27,1.097,0.015,0.121,1.233,True
I.13.4,0.02,3,28,1.071,0.01,0.132,1.213,True
I.13.4,0.02,3,29,1.038,0.018,0.134,1.19,True
I.13.4,0.05,3,0,1.245,0.094,0.147,1.485,True
I.13.4,0.05,3,1,1.268,0.091,0.131,1.49,True
I.13.4,0.05,3,2,1.38,0.06,0.105,1.545,True
I.13.4,0.05,3,3,1.389,0.095,0.111,1.595,True
I.13.4,0.05,3,4,1.25,0.093,0.123,1.466,True
I.13.4,0.05,3,5,1.353,0.087,0.134,1.574,True
I.13.4,0.05,3,6,1.208,0.094,0.133,1.435,True
I.13.4,0.05,3,7,1.347,0.086,0.131,1.564,True
I.13.4,0.05,3,8,1.355,0.085,0.123,1.563,True
I.13.4,0.05,3,9,1.205,0.091,0.136,1.432,True
I.13.4,0.05,3,10,1.237,0.083,0.095,1.415,True
I.13.4,0.05,3,11,1.372,0.081,0.109,1.563,True
I.13.4,0.05,3,12,1.219,0.082,0.128,1.429,True
I.13.4,0.05,3,13,1.26,0.103,0.126,1.488,True
I.13.4,0.05,3,14,1.275,0.098,0.134,1.506,True
I.13.4,0.05,3,15,1.29,0.018,0.119,1.428,True
I.13.4,0.05,3,16,1.42,0.101,0.138,1.66,True
I.13.4,0.05,3,17,1.223,0.08,0.13,1.432,True
I.13.4,0.05,3,18,1.24,0.089,0.125,1.454,True
I.13.4,0.05,3,19,1.242,0.091,0.122,1.455,True
I.13.4,0.05,3,20,1.322,0.069,0.105,1.497,True
I.13.4,0.05,3,21,1.27,0.015,0.108,1.393,True
I.13.4,0.05,3,22,1.208,0.084,0.142,1.434,True
I.13.4,0.05,3,23,1.294,0.079,0.112,1.485,True
I.13.4,0.05,3,24,1.239,0.054,0.109,1.402,True
I.13.4,0.05,3,25,1.333,0.099,0.107,1.539,True
I.13.4,0.05,3,26,1.269,0.098,0.116,1.483,True
I.13.4,0.05,3,27,1.374,0.075,0.132,1.581,True
I.13.4,0.05,3,28,1.214,0.066,0.127,1.406,True
I.13.4,0.05,3,29,1.261,0.088,0.121,1.471,True
kinetic_energy_scaled,0.0,3,0,0.073,0.003,0.116,0.192,True
kinetic_energy_scaled,0.0,3,1,0.071,0.004,0.103,0.178,True
kinetic_energy_scaled,0.0,3,2,0.058,0.003,0.089,0.149,True
kinetic_energy_scaled,0.0,3,3,0.067,0.004,0.113,0.184,True
kinetic_energy_scaled,0.0,3,4,0.046,0.005,0.115,0.166,True
kinetic_energy_scaled,0.0,3,5,0.075,0.004,0.114,0.193,True
kinetic_energy_scaled,0.0,3,6,0.074,0.004,0.12,0.198,True
kinetic_energy_scaled,0.0,3,7,0.058,0.003,0.087,0.148,True
kinetic_energy_scaled,0.0,3,8,0.058,0.003,0.094,0.155,True
kinetic_energy_scaled,0.0,3,9,0.074,0.004,0.11,0.187,True
kinetic_energy_scaled,0.0,3,10,0.061,0.004,0.112,0.178,True
kinetic_energy_scaled,0.0,3,11,0.129,0.003,0.106,0.238,True
kinetic_energy_scaled,0.0,3,12,0.073,0.004,0.106,0.183,True
kinetic_energy_scaled,0.0,3,13,0.074,0.004,0.097,0.175,True
kinetic_energy_scaled,0.0,3,14,0.073,0.004,0.107,0.185,True
kinetic_energy_scaled,0.0,3,15,0.059,0.003,0.078,0.139,True
kinetic_energy_scaled,0.0,3,16,0.057,0.003,0.095,0.154,True
kinetic_energy_scaled,0.0,3,17,0.059,0.003,0.08,0.142,True
kinetic_energy_scaled,0.0,3,18,0.058,0.003,0.081,0.142,True
kinetic_energy_scaled,0.0,3,19,0.072,0.004,0.108,0.185,True
kinetic_energy_scaled,0.0,3,20,0.074,0.004,0.123,0.201,True
kinetic_energy_scaled,0.0,3,21,0.068,0.004,0.123,0.194,True
kinetic_energy_scaled,0.0,3,22,0.062,0.004,0.121,0.187,True
kinetic_energy_scaled,0.0,3,23,0.072,0.004,0.099,0.175,True
kinetic_energy_scaled,0.0,3,24,0.068,0.004,0.115,0.188,True
kinetic_energy_scaled,0.0,3,25,0.073,0.004,0.107,0.185,True
kinetic_energy_scaled,0.0,3,26,0.073,0.004,0.106,0.183,True
kinetic_energy_scaled,0.0,3,27,0.073,0.004,0.112,0.189,True
kinetic_energy_scaled,0.0,3,28,0.044,0.003,0.077,0.124,True
kinetic_energy_scaled,0.0,3,29,0.057,0.003,0.094,0.155,True
kinetic_energy_scaled,0.02,3,0,1.14,0.014,0.116,1.27,True
kinetic_energy_scaled,0.02,3,1,1.098,0.012,0.135,1.245,True
kinetic_energy_scaled,0.02,3,2,1.092,0.012,0.127,1.232,True
kinetic_energy_scaled,0.02,3,3,1.26,0.01,0.144,1.414,True
kinetic_energy_scaled,0.02,3,4,1.06,0.013,0.132,1.206,True
kinetic_energy_scaled,0.02,3,5,1.11,0.013,0.133,1.256,True
kinetic_energy_scaled,0.02,3,6,1.119,0.012,0.138,1.268,True
kinetic_energy_scaled,0.02,3,7,1.076,0.01,0.139,1.225,True
kinetic_energy_scaled,0.02,3,8,1.137,0.031,0.127,1.295,True
kinetic_energy_scaled,0.02,3,9,1.141,0.008,0.126,1.276,True
kinetic_energy_scaled,0.02,3,10,1.145,0.009,0.128,1.282,True
kinetic_energy_scaled,0.02,3,11,1.034,0.03,0.129,1.194,True
kinetic_energy_scaled,0.02,3,12,1.2,0.011,0.113,1.324,True
kinetic_energy_scaled,0.02,3,13,1.216,0.009,0.119,1.344,True
kinetic_energy_scaled,0.02,3,14,1.04,0.009,0.138,1.186,True
kinetic_energy_scaled,0.02,3,15,1.161,0.009,0.119,1.289,True
kinetic_energy_scaled,0.02,3,16,1.074,0.009,0.143,1.226,True
kinetic_energy_scaled,0.02,3,17,1.119,0.01,0.124,1.252,True
kinetic_energy_scaled,0.02,3,18,1.055,0.013,0.124,1.192,True
kinetic_energy_scaled,0.02,3,19,1.046,0.012,0.133,1.191,True
kinetic_energy_scaled,0.02,3,20,1.273,0.025,0.111,1.409,True
kinetic_energy_scaled,0.02,3,21,1.132,0.019,0.114,1.265,True
kinetic_energy_scaled,0.02,3,22,1.105,0.013,0.135,1.252,True
kinetic_energy_scaled,0.02,3,23,1.146,0.02,0.124,1.291,True
kinetic_energy_scaled,0.02,3,24,1.059,0.008,0.127,1.194,True
kinetic_energy_scaled,0.02,3,25,1.165,0.005,0.121,1.291,True
kinetic_energy_scaled,0.02,3,26,1.084,0.015,0.142,1.241,True
kinetic_energy_scaled,0.02,3,27,1.193,0.012,0.118,1.323,True
kinetic_energy_scaled,0.02,3,28,1.111,0.011,0.127,1.249,True
kinetic_energy_scaled,0.02,3,29,1.124,0.015,0.101,1.239,True
kinetic_energy_scaled,0.05,3,0,1.279,0.099,0.135,1.513,True
kinetic_energy_scaled,0.05,3,1,1.291,0.09,0.134,1.515,True
kinetic_energy_scaled,0.05,3,2,1.308,0.077,0.124,1.509,True
kinetic_energy_scaled,0.05,3,3,1.499,0.078,0.137,1.714,True
kinetic_energy_scaled,0.05,3,4,1.251,0.091,0.122,1.464,True
kinetic_energy_scaled,0.05,3,5,1.369,0.092,0.124,1.584,True
kinetic_energy_scaled,0.05,3,6,1.216,0.084,0.13,1.43,True
kinetic_energy_scaled,0.05,3,7,1.362,0.071,0.132,1.565,True
kinetic_energy_scaled,0.05,3,8,1.428,0.084,0.112,1.624,True
kinetic_energy_scaled,0.05,3,9,1.222,0.084,0.108,1.413,True
kinetic_energy_scaled,0.05,3,10,1.286,0.074,0.119,1.479,True
kinetic_energy_scaled,0.05,3,11,1.358,0.091,0.139,1.588,True
kinetic_energy_scaled,0.05,3,12,1.318,0.093,0.132,1.544,True
kinetic_energy_scaled,0.05,3,13,1.274,0.095,0.122,1.491,True
kinetic_energy_scaled,0.05,3,14,1.281,0.083,0.114,1.477,True
kinetic_energy_scaled,0.05,3,15,1.318,0.011,0.121,1.449,True
kinetic_energy_scaled,0.05,3,16,1.339,0.089,0.134,1.562,True
kinetic_energy_scaled,0.05,3,17,1.267,0.085,0.103,1.456,True
kinetic_energy_scaled,0.05,3,18,1.247,0.078,0.137,1.462,True
kinetic_energy_scaled,0.05,3,19,1.246,0.096,0.098,1.441,True
kinetic_energy_scaled,0.05,3,20,1.295,0.065,0.134,1.494,True
kinetic_energy_scaled,0.05,3,21,1.263,0.01,0.138,1.412,True
kinetic_energy_scaled,0.05,3,22,1.202,0.077,0.108,1.388,True
kinetic_energy_scaled,0.05,3,23,1.302,0.079,0.117,1.498,True
kinetic_energy_scaled,0.05,3,24,1.255,0.074,0.13,1.459,True
kinetic_energy_scaled,0.05,3,25,1.331,0.087,0.135,1.554,True
kinetic_energy_scaled,0.05,3,26,1.209,0.077,0.125,1.411,True
kinetic_energy_scaled,0.05,3,27,1.447,0.083,0.13,1.66,True
kinetic_energy_scaled,0.05,3,28,1.212,0.052,0.133,1.396,True
kinetic_energy_scaled,0.05,3,29,1.259,0.083,0.126,1.468,True
I.14.3,0.0,3,0,0.039,0.013,0.481,0.532,True
I.14.3,0.0,3,1,0.125,0.018,0.398,0.542,True
I.14.3,0.0,3,2,0.122,0.008,0.512,0.641,True
I.14.3,0.0,3,3,0.12,0.01,0.531,0.661,True
I.14.3,0.0,3,4,0.125,0.01,0.48,0.616,True
I.14.3,0.0,3,5,0.127,0.008,0.543,0.678,True
I.14.3,0.0,3,6,0.119,0.008,0.531,0.658,True
I.14.3,0.0,3,7,0.125,0.01,0.555,0.69,True
I.14.3,0.0,3,8,0.121,0.007,0.552,0.68,True
I.14.3,0.0,3,9,0.124,0.01,0.518,0.652,True
I.14.3,0.0,3,10,0.133,0.01,0.566,0.709,True
I.14.3,0.0,3,11,0.124,0.01,0.518,0.653,True
I.14.3,0.0,3,12,0.123,0.01,0.525,0.658,True
I.14.3,0.0,3,13,0.123,0.01,0.515,0.648,True
I.14.3,0.0,3,14,0.124,0.01,0.536,0.67,True
I.14.3,0.0,3,15,0.122,0.01,0.503,0.635,True
I.14.3,0.0,3,16,0.122,0.01,0.476,0.608,True
I.14.3,0.0,3,17,0.126,0.01,0.526,0.663,True
I.14.3,0.0,3,18,0.121,0.008,0.549,0.677,True
I.14.3,0.0,3,19,0.121,0.008,0.547,0.675,True
