sigma,srgb_rate,srgb_red,null_rate,null_red,st_rate,st_red,srgb_ci_low,srgb_ci_high,null_ci_low,null_ci_high,st_ci_low,st_ci_high
0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.8864866068260312,0.9999999999999999,0.8864866068260312,0.9999999999999999,0.8864866068260312,0.9999999999999999
0.01,1.0,1.0,1.0,1.0,1.0,2.0,0.8864866068260312,0.9999999999999999,0.8864866068260312,0.9999999999999999,0.8864866068260312,0.9999999999999999
0.02,1.0,1.0,1.0,1.0,1.0,2.0,0.8864866068260312,0.9999999999999999,0.8864866068260312,0.9999999999999999,0.8864866068260312,0.9999999999999999
0.05,1.0,1.0,1.0,1.0,1.0,2.0,0.8864866068260312,0.9999999999999999,0.8864866068260312,0.9999999999999999,0.8864866068260312,0.9999999999999999
