phi,sigma,exact_rate,mean_generators,mean_time,ci_low,ci_high
0.0,0.02,1.0,1.0,0.011749339103698731,0.8864866068260312,0.9999999999999999
0.0,0.05,1.0,1.0,0.0079191525777181,0.8864866068260312,0.9999999999999999
0.0,0.1,1.0,1.0,0.007821210225423177,0.8864866068260312,0.9999999999999999
0.5,0.02,1.0,1.0,0.007910521825154622,0.8864866068260312,0.9999999999999999
0.5,0.05,1.0,1.0,0.007997997601826986,0.8864866068260312,0.9999999999999999
0.5,0.1,1.0,1.0,0.00820764700571696,0.8864866068260312,0.9999999999999999
0.9,0.02,1.0,1.0,0.007844114303588867,0.8864866068260312,0.9999999999999999
0.9,0.05,1.0,1.0,0.007887013753255208,0.8864866068260312,0.9999999999999999
0.9,0.1,0.9666666666666667,1.0,0.010204156239827475,0.8332960900859082,0.9940914096183874
