k,sigma,seed,generator,hard_infeasible
4.0,0.02,12,x*vy-y*vx (ang. momentum),False
5.0,0.02,12,x^2+vx^2 (x-energy),False
5.0,0.02,12,y^2+vy^2 (y-energy),False
5.0,0.02,12,x*y+vx*vy (cross term),False
5.0,0.02,12,x*vy-y*vx (ang. momentum),False
7.0,0.02,12,x^2+vx^2 (x-energy),False
7.0,0.02,12,y^2+vy^2 (y-energy),False
7.0,0.02,12,x*y+vx*vy (cross term),False
7.0,0.02,12,x*vy-y*vx (ang. momentum),False
0.0,0.02,13,x^2+vx^2 (x-energy),False
0.0,0.02,13,y^2+vy^2 (y-energy),False
0.0,0.02,13,x*y+vx*vy (cross term),False
0.0,0.02,13,x*vy-y*vx (ang. momentum),False
1.0,0.02,13,x^2+vx^2 (x-energy),False
1.0,0.02,13,y^2+vy^2 (y-energy),False
1.0,0.02,13,x*y+vx*vy (cross term),False
1.0,0.02,13,x*vy-y*vx (ang. momentum),False
1.5,0.02,13,x^2+vx^2 (x-energy),False
1.5,0.02,13,y^2+vy^2 (y-energy),False
1.5,0.02,13,x*y+vx*vy (cross term),False
1.5,0.02,13,x*vy-y*vx (ang. momentum),False
2.0,0.02,13,x^2+vx^2 (x-energy),False
2.0,0.02,13,y^2+vy^2 (y-energy),False
2.0,0.02,13,x*y+vx*vy (cross term),False
2.0,0.02,13,x*vy-y*vx (ang. momentum),False
2.5,0.02,13,x^2+vx^2 (x-energy),False
2.5,0.02,13,y^2+vy^2 (y-energy),False
2.5,0.02,13,x*y+vx*vy (cross term),False
2.5,0.02,13,x*vy-y*vx (ang. momentum),False
3.0,0.02,13,x^2+vx^2 (x-energy),False
3.0,0.02,13,y^2+vy^2 (y-energy),False
3.0,0.02,13,x*y+vx*vy (cross term),False
3.0,0.02,13,x*vy-y*vx (ang. momentum),False
3.5,0.02,13,x^2+vx^2 (x-energy),False
3.5,0.02,13,y^2+vy^2 (y-energy),False
3.5,0.02,13,x*y+vx*vy (cross term),False
3.5,0.02,13,x*vy-y*vx (ang. momentum),False
4.0,0.02,13,x^2+vx^2 (x-energy),False
4.0,0.02,13,y^2+vy^2 (y-energy),False
4.0,0.02,13,x*y+vx*vy (cross term),False
4.0,0.02,13,x*vy-y*vx (ang. momentum),False
5.0,0.02,13,x^2+vx^2 (x-energy),False
5.0,0.02,13,y^2+vy^2 (y-energy),False
5.0,0.02,13,x*y+vx*vy (cross term),False
5.0,0.02,13,x*vy-y*vx (ang. momentum),False
7.0,0.02,13,x^2+vx^2 (x-energy),False
7.0,0.02,13,y^2+vy^2 (y-energy),False
7.0,0.02,13,x*y+vx*vy (cross term),False
7.0,0.02,13,x*vy-y*vx (ang. momentum),False
0.0,0.02,14,x^2+vx^2 (x-energy),False
0.0,0.02,14,y^2+vy^2 (y-energy),False
0.0,0.02,14,x*y+vx*vy (cross term),False
0.0,0.02,14,x*vy-y*vx (ang. momentum),False
1.0,0.02,14,x^2+vx^2 (x-energy),False
1.0,0.02,14,y^2+vy^2 (y-energy),False
1.0,0.02,14,x*y+vx*vy (cross term),False
1.0,0.02,14,x*vy-y*vx (ang. momentum),False
1.5,0.02,14,x^2+vx^2 (x-energy),False
1.5,0.02,14,y^2+vy^2 (y-energy),False
1.5,0.02,14,x*y+vx*vy (cross term),False
1.5,0.02,14,x*vy-y*vx (ang. momentum),False
2.0,0.02,14,x^2+vx^2 (x-energy),False
2.0,0.02,14,y^2+vy^2 (y-energy),False
2.0,0.02,14,x*y+vx*vy (cross term),False
2.0,0.02,14,x*vy-y*vx (ang. momentum),False
2.5,0.02,14,x^2+vx^2 (x-energy),False
2.5,0.02,14,y^2+vy^2 (y-energy),False
2.5,0.02,14,x*y+vx*vy (cross term),False
2.5,0.02,14,x*vy-y*vx (ang. momentum),False
3.0,0.02,14,x^2+vx^2 (x-energy),False
3.0,0.02,14,y^2+vy^2 (y-energy),False
3.0,0.02,14,x*y+vx*vy (cross term),False
3.0,0.02,14,x*vy-y*vx (ang. momentum),False
3.5,0.02,14,x^2+vx^2 (x-energy),False
3.5,0.02,14,y^2+vy^2 (y-energy),False
3.5,0.02,14,x*y+vx*vy (cross term),False
3.5,0.02,14,x*vy-y*vx (ang. momentum),False
4.0,0.02,14,x^2+vx^2 (x-energy),False
4.0,0.02,14,y^2+vy^2 (y-energy),False
4.0,0.02,14,x*y+vx*vy (cross term),False
4.0,0.02,14,x*vy-y*vx (ang. momentum),False
5.0,0.02,14,x^2+vx^2 (x-energy),False
5.0,0.02,14,y^2+vy^2 (y-energy),False
5.0,0.02,14,x*y+vx*vy (cross term),False
5.0,0.02,14,x*vy-y*vx (ang. momentum),False
7.0,0.02,14,x^2+vx^2 (x-energy),False
7.0,0.02,14,y^2+vy^2 (y-energy),False
7.0,0.02,14,x*y+vx*vy (cross term),False
7.0,0.02,14,x*vy-y*vx (ang. momentum),False
0.0,0.02,15,x^2+vx^2 (x-energy),False
0.0,0.02,15,y^2+vy^2 (y-energy),False
0.0,0.02,15,x*y+vx*vy (cross term),False
0.0,0.02,15,x*vy-y*vx (ang. momentum),False
1.0,0.02,15,x^2+vx^2 (x-energy),False
1.0,0.02,15,y^2+vy^2 (y-energy),False
1.0,0.02,15,x*y+vx*vy (cross term),False
1.0,0.02,15,x*vy-y*vx (ang. momentum),False
1.5,0.02,15,x^2+vx^2 (x-energy),False
1.5,0.02,15,y^2+vy^2 (y-energy),False
1.5,0.02,15,x*y+vx*vy (cross term),False
1.5,0.02,15,x*vy-y*vx (ang. momentum),False
2.0,0.02,15,x^2+vx^2 (x-energy),False
2.0,0.02,15,y^2+vy^2 (y-energy),False
2.0,0.02,15,x*y+vx*vy (cross term),False
2.0,0.02,15,x*vy-y*vx (ang. momentum),False
2.5,0.02,15,x^2+vx^2 (x-energy),False
2.5,0.02,15,y^2+vy^2 (y-energy),False
2.5,0.02,15,x*y+vx*vy (cross term),False
2.5,0.02,15,x*vy-y*vx (ang. momentum),False
3.0,0.02,15,x^2+vx^2 (x-energy),False
3.0,0.02,15,y^2+vy^2 (y-energy),False
3.0,0.02,15,x*y+vx*vy (cross term),False
3.0,0.02,15,x*vy-y*vx (ang. momentum),False
3.5,0.02,15,x^2+vx^2 (x-energy),False
3.5,0.02,15,y^2+vy^2 (y-energy),False
3.5,0.02,15,x*y+vx*vy (cross term),False
3.5,0.02,15,x*vy-y*vx (ang. momentum),False
4.0,0.02,15,x^2+vx^2 (x-energy),False
4.0,0.02,15,y^2+vy^2 (y-energy),False
4.0,0.02,15,x*y+vx*vy (cross term),False
4.0,0.02,15,x*vy-y*vx (ang. momentum),False
5.0,0.02,15,x^2+vx^2 (x-energy),False
5.0,0.02,15,y^2+vy^2 (y-energy),False
5.0,0.02,15,x*y+vx*vy (cross term),False
5.0,0.02,15,x*vy-y*vx (ang. momentum),False
7.0,0.02,15,x^2+vx^2 (x-energy),False
7.0,0.02,15,y^2+vy^2 (y-energy),False
7.0,0.02,15,x*y+vx*vy (cross term),False
7.0,0.02,15,x*vy-y*vx (ang. momentum),False
0.0,0.02,16,x^2+vx^2 (x-energy),True
0.0,0.02,16,y^2+vy^2 (y-energy),False
0.0,0.02,16,x*y+vx*vy (cross term),False
0.0,0.02,16,x*vy-y*vx (ang. momentum),False
1.0,0.02,16,x^2+vx^2 (x-energy),True
1.0,0.02,16,y^2+vy^2 (y-energy),False
1.0,0.02,16,x*y+vx*vy (cross term),False
1.0,0.02,16,x*vy-y*vx (ang. momentum),False
1.5,0.02,16,x^2+vx^2 (x-energy),True
1.5,0.02,16,y^2+vy^2 (y-energy),False
1.5,0.02,16,x*y+vx*vy (cross term),False
1.5,0.02,16,x*vy-y*vx (ang. momentum),False
2.0,0.02,16,x^2+vx^2 (x-energy),True
2.0,0.02,16,y^2+vy^2 (y-energy),False
2.0,0.02,16,x*y+vx*vy (cross term),False
2.0,0.02,16,x*vy-y*vx (ang. momentum),False
2.5,0.02,16,x^2+vx^2 (x-energy),True
2.5,0.02,16,y^2+vy^2 (y-energy),False
2.5,0.02,16,x*y+vx*vy (cross term),False
2.5,0.02,16,x*vy-y*vx (ang. momentum),False
3.0,0.02,16,x^2+vx^2 (x-energy),True
3.0,0.02,16,y^2+vy^2 (y-energy),False
3.0,0.02,16,x*y+vx*vy (cross term),False
3.0,0.02,16,x*vy-y*vx (ang. momentum),False
3.5,0.02,16,x^2+vx^2 (x-energy),False
3.5,0.02,16,y^2+vy^2 (y-energy),False
3.5,0.02,16,x*y+vx*vy (cross term),False
3.5,0.02,16,x*vy-y*vx (ang. momentum),False
4.0,0.02,16,x^2+vx^2 (x-energy),False
4.0,0.02,16,y^2+vy^2 (y-energy),False
4.0,0.02,16,x*y+vx*vy (cross term),False
4.0,0.02,16,x*vy-y*vx (ang. momentum),False
5.0,0.02,16,x^2+vx^2 (x-energy),False
5.0,0.02,16,y^2+vy^2 (y-energy),False
5.0,0.02,16,x*y+vx*vy (cross term),False
5.0,0.02,16,x*vy-y*vx (ang. momentum),False
7.0,0.02,16,x^2+vx^2 (x-energy),False
7.0,0.02,16,y^2+vy^2 (y-energy),False
7.0,0.02,16,x*y+vx*vy (cross term),False
7.0,0.02,16,x*vy-y*vx (ang. momentum),False
0.0,0.02,17,x^2+vx^2 (x-energy),False
0.0,0.02,17,y^2+vy^2 (y-energy),False
0.0,0.02,17,x*y+vx*vy (cross term),False
0.0,0.02,17,x*vy-y*vx (ang. momentum),False
1.0,0.02,17,x^2+vx^2 (x-energy),False
1.0,0.02,17,y^2+vy^2 (y-energy),False
1.0,0.02,17,x*y+vx*vy (cross term),False
1.0,0.02,17,x*vy-y*vx (ang. momentum),False
1.5,0.02,17,x^2+vx^2 (x-energy),False
1.5,0.02,17,y^2+vy^2 (y-energy),False
1.5,0.02,17,x*y+vx*vy (cross term),False
1.5,0.02,17,x*vy-y*vx (ang. momentum),False
2.0,0.02,17,x^2+vx^2 (x-energy),False
2.0,0.02,17,y^2+vy^2 (y-energy),False
2.0,0.02,17,x*y+vx*vy (cross term),False
2.0,0.02,17,x*vy-y*vx (ang. momentum),False
2.5,0.02,17,x^2+vx^2 (x-energy),False
2.5,0.02,17,y^2+vy^2 (y-energy),False
2.5,0.02,17,x*y+vx*vy (cross term),False
2.5,0.02,17,x*vy-y*vx (ang. momentum),False
3.0,0.02,17,x^2+vx^2 (x-energy),False
3.0,0.02,17,y^2+vy^2 (y-energy),False
3.0,0.02,17,x*y+vx*vy (cross term),False
3.0,0.02,17,x*vy-y*vx (ang. momentum),False
3.5,0.02,17,x^2+vx^2 (x-energy),False
3.5,0.02,17,y^2+vy^2 (y-energy),False
3.5,0.02,17,x*y+vx*vy (cross term),False
3.5,0.02,17,x*vy-y*vx (ang. momentum),False
4.0,0.02,17,x^2+vx^2 (x-energy),False
4.0,0.02,17,y^2+vy^2 (y-energy),False
4.0,0.02,17,x*y+vx*vy (cross term),False
4.0,0.02,17,x*vy-y*vx (ang. momentum),False
5.0,0.02,17,x^2+vx^2 (x-energy),False
5.0,0.02,17,y^2+vy^2 (y-energy),False
5.0,0.02,17,x*y+vx*vy (cross term),False
5.0,0.02,17,x*vy-y*vx (ang. momentum),False
7.0,0.02,17,x^2+vx^2 (x-energy),False
7.0,0.02,17,y^2+vy^2 (y-energy),False
7.0,0.02,17,x*y+vx*vy (cross term),False
7.0,0.02,17,x*vy-y*vx (ang. momentum),False
0.0,0.02,18,x^2+vx^2 (x-energy),True
0.0,0.02,18,y^2+vy^2 (y-energy),False
0.0,0.02,18,x*y+vx*vy (cross term),False
0.0,0.02,18,x*vy-y*vx (ang. momentum),False
1.0,0.02,18,x^2+vx^2 (x-energy),True
1.0,0.02,18,y^2+vy^2 (y-energy),False
1.0,0.02,18,x*y+vx*vy (cross term),False
1.0,0.02,18,x*vy-y*vx (ang. momentum),False
1.5,0.02,18,x^2+vx^2 (x-energy),True
1.5,0.02,18,y^2+vy^2 (y-energy),False
1.5,0.02,18,x*y+vx*vy (cross term),False
1.5,0.02,18,x*vy-y*vx (ang. momentum),False
2.0,0.02,18,x^2+vx^2 (x-energy),True
2.0,0.02,18,y^2+vy^2 (y-energy),False
2.0,0.02,18,x*y+vx*vy (cross term),False
2.0,0.02,18,x*vy-y*vx (ang. momentum),False
2.5,0.02,18,x^2+vx^2 (x-energy),True
2.5,0.02,18,y^2+vy^2 (y-energy),False
2.5,0.02,18,x*y+vx*vy (cross term),False
2.5,0.02,18,x*vy-y*vx (ang. momentum),False
3.0,0.02,18,x^2+vx^2 (x-energy),False
3.0,0.02,18,y^2+vy^2 (y-energy),False
3.0,0.02,18,x*y+vx*vy (cross term),False
3.0,0.02,18,x*vy-y*vx (ang. momentum),False
3.5,0.02,18,x^2+vx^2 (x-energy),False
3.5,0.02,18,y^2+vy^2 (y-energy),False
3.5,0.02,18,x*y+vx*vy (cross term),False
3.5,0.02,18,x*vy-y*vx (ang. momentum),False
4.0,0.02,18,x^2+vx^2 (x-energy),False
4.0,0.02,18,y^2+vy^2 (y-energy),False
4.0,0.02,18,x*y+vx*vy (cross term),False
4.0,0.02,18,x*vy-y*vx (ang. momentum),False
5.0,0.02,18,x^2+vx^2 (x-energy),False
5.0,0.02,18,y^2+vy^2 (y-energy),False
5.0,0.02,18,x*y+vx*vy (cross term),False
5.0,0.02,18,x*vy-y*vx (ang. momentum),False
7.0,0.02,18,x^2+vx^2 (x-energy),False
7.0,0.02,18,y^2+vy^2 (y-energy),False
7.0,0.02,18,x*y+vx*vy (cross term),False
7.0,0.02,18,x*vy-y*vx (ang. momentum),False
0.0,0.02,19,x^2+vx^2 (x-energy),False
0.0,0.02,19,y^2+vy^2 (y-energy),True
0.0,0.02,19,x*y+vx*vy (cross term),False
0.0,0.02,19,x*vy-y*vx (ang. momentum),False
1.0,0.02,19,x^2+vx^2 (x-energy),False
1.0,0.02,19,y^2+vy^2 (y-energy),True
1.0,0.02,19,x*y+vx*vy (cross term),False
1.0,0.02,19,x*vy-y*vx (ang. momentum),False
1.5,0.02,19,x^2+vx^2 (x-energy),False
1.5,0.02,19,y^2+vy^2 (y-energy),True
1.5,0.02,19,x*y+vx*vy (cross term),False
1.5,0.02,19,x*vy-y*vx (ang. momentum),False
2.0,0.02,19,x^2+vx^2 (x-energy),False
2.0,0.02,19,y^2+vy^2 (y-energy),True
2.0,0.02,19,x*y+vx*vy (cross term),False
2.0,0.02,19,x*vy-y*vx (ang. momentum),False
2.5,0.02,19,x^2+vx^2 (x-energy),False
2.5,0.02,19,y^2+vy^2 (y-energy),True
2.5,0.02,19,x*y+vx*vy (cross term),False
2.5,0.02,19,x*vy-y*vx (ang. momentum),False
3.0,0.02,19,x^2+vx^2 (x-energy),False
3.0,0.02,19,y^2+vy^2 (y-energy),False
3.0,0.02,19,x*y+vx*vy (cross term),False
3.0,0.02,19,x*vy-y*vx (ang. momentum),False
3.5,0.02,19,x^2+vx^2 (x-energy),False
3.5,0.02,19,y^2+vy^2 (y-energy),False
3.5,0.02,19,x*y+vx*vy (cross term),False
3.5,0.02,19,x*vy-y*vx (ang. momentum),False
4.0,0.02,19,x^2+vx^2 (x-energy),False
4.0,0.02,19,y^2+vy^2 (y-energy),False
4.0,0.02,19,x*y+vx*vy (cross term),False
4.0,0.02,19,x*vy-y*vx (ang. momentum),False
5.0,0.02,19,x^2+vx^2 (x-energy),False
5.0,0.02,19,y^2+vy^2 (y-energy),False
5.0,0.02,19,x*y+vx*vy (cross term),False
5.0,0.02,19,x*vy-y*vx (ang. momentum),False
7.0,0.02,19,x^2+vx^2 (x-energy),False
7.0,0.02,19,y^2+vy^2 (y-energy),False
7.0,0.02,19,x*y+vx*vy (cross term),False
7.0,0.02,19,x*vy-y*vx (ang. momentum),False
0.0,0.02,20,x^2+vx^2 (x-energy),False
0.0,0.02,20,y^2+vy^2 (y-energy),False
0.0,0.02,20,x*y+vx*vy (cross term),False
0.0,0.02,20,x*vy-y*vx (ang. momentum),False
1.0,0.02,20,x^2+vx^2 (x-energy),False
1.0,0.02,20,y^2+vy^2 (y-energy),False
1.0,0.02,20,x*y+vx*vy (cross term),False
1.0,0.02,20,x*vy-y*vx (ang. momentum),False
1.5,0.02,20,x^2+vx^2 (x-energy),False
1.5,0.02,20,y^2+vy^2 (y-energy),False
1.5,0.02,20,x*y+vx*vy (cross term),False
1.5,0.02,20,x*vy-y*vx (ang. momentum),False
2.0,0.02,20,x^2+vx^2 (x-energy),False
2.0,0.02,20,y^2+vy^2 (y-energy),False
2.0,0.02,20,x*y+vx*vy (cross term),False
2.0,0.02,20,x*vy-y*vx (ang. momentum),False
2.5,0.02,20,x^2+vx^2 (x-energy),False
2.5,0.02,20,y^2+vy^2 (y-energy),False
2.5,0.02,20,x*y+vx*vy (cross term),False
2.5,0.02,20,x*vy-y*vx (ang. momentum),False
3.0,0.02,20,x^2+vx^2 (x-energy),False
3.0,0.02,20,y^2+vy^2 (y-energy),False
3.0,0.02,20,x*y+vx*vy (cross term),False
3.0,0.02,20,x*vy-y*vx (ang. momentum),False
3.5,0.02,20,x^2+vx^2 (x-energy),False
3.5,0.02,20,y^2+vy^2 (y-energy),False
3.5,0.02,20,x*y+vx*vy (cross term),False
3.5,0.02,20,x*vy-y*vx (ang. momentum),False
4.0,0.02,20,x^2+vx^2 (x-energy),False
4.0,0.02,20,y^2+vy^2 (y-energy),False
4.0,0.02,20,x*y+vx*vy (cross term),False
4.0,0.02,20,x*vy-y*vx (ang. momentum),False
5.0,0.02,20,x^2+vx^2 (x-energy),False
5.0,0.02,20,y^2+vy^2 (y-energy),False
5.0,0.02,20,x*y+vx*vy (cross term),False
5.0,0.02,20,x*vy-y*vx (ang. momentum),False
7.0,0.02,20,x^2+vx^2 (x-energy),False
7.0,0.02,20,y^2+vy^2 (y-energy),False
7.0,0.02,20,x*y+vx*vy (cross term),False
7.0,0.02,20,x*vy-y*vx (ang. momentum),False
0.0,0.02,21,x^2+vx^2 (x-energy),True
0.0,0.02,21,y^2+vy^2 (y-energy),False
0.0,0.02,21,x*y+vx*vy (cross term),False
0.0,0.02,21,x*vy-y*vx (ang. momentum),False
1.0,0.02,21,x^2+vx^2 (x-energy),True
1.0,0.02,21,y^2+vy^2 (y-energy),False
1.0,0.02,21,x*y+vx*vy (cross term),False
1.0,0.02,21,x*vy-y*vx (ang. momentum),False
1.5,0.02,21,x^2+vx^2 (x-energy),True
1.5,0.02,21,y^2+vy^2 (y-energy),False
1.5,0.02,21,x*y+vx*vy (cross term),False
1.5,0.02,21,x*vy-y*vx (ang. momentum),False
2.0,0.02,21,x^2+vx^2 (x-energy),True
2.0,0.02,21,y^2+vy^2 (y-energy),False
2.0,0.02,21,x*y+vx*vy (cross term),False
2.0,0.02,21,x*vy-y*vx (ang. momentum),False
2.5,0.02,21,x^2+vx^2 (x-energy),True
2.5,0.02,21,y^2+vy^2 (y-energy),False
2.5,0.02,21,x*y+vx*vy (cross term),False
2.5,0.02,21,x*vy-y*vx (ang. momentum),False
3.0,0.02,21,x^2+vx^2 (x-energy),False
3.0,0.02,21,y^2+vy^2 (y-energy),False
3.0,0.02,21,x*y+vx*vy (cross term),False
3.0,0.02,21,x*vy-y*vx (ang. momentum),False
3.5,0.02,21,x^2+vx^2 (x-energy),False
3.5,0.02,21,y^2+vy^2 (y-energy),False
3.5,0.02,21,x*y+vx*vy (cross term),False
3.5,0.02,21,x*vy-y*vx (ang. momentum),False
4.0,0.02,21,x^2+vx^2 (x-energy),False
4.0,0.02,21,y^2+vy^2 (y-energy),False
4.0,0.02,21,x*y+vx*vy (cross term),False
4.0,0.02,21,x*vy-y*vx (ang. momentum),False
5.0,0.02,21,x^2+vx^2 (x-energy),False
5.0,0.02,21,y^2+vy^2 (y-energy),False
5.0,0.02,21,x*y+vx*vy (cross term),False
5.0,0.02,21,x*vy-y*vx (ang. momentum),False
7.0,0.02,21,x^2+vx^2 (x-energy),False
7.0,0.02,21,y^2+vy^2 (y-energy),False
7.0,0.02,21,x*y+vx*vy (cross term),False
7.0,0.02,21,x*vy-y*vx (ang. momentum),False
0.0,0.02,22,x^2+vx^2 (x-energy),True
0.0,0.02,22,y^2+vy^2 (y-energy),False
0.0,0.02,22,x*y+vx*vy (cross term),False
0.0,0.02,22,x*vy-y*vx (ang. momentum),False
1.0,0.02,22,x^2+vx^2 (x-energy),True
1.0,0.02,22,y^2+vy^2 (y-energy),False
1.0,0.02,22,x*y+vx*vy (cross term),False
1.0,0.02,22,x*vy-y*vx (ang. momentum),False
1.5,0.02,22,x^2+vx^2 (x-energy),True
1.5,0.02,22,y^2+vy^2 (y-energy),False
1.5,0.02,22,x*y+vx*vy (cross term),False
1.5,0.02,22,x*vy-y*vx (ang. momentum),False
2.0,0.02,22,x^2+vx^2 (x-energy),True
2.0,0.02,22,y^2+vy^2 (y-energy),False
2.0,0.02,22,x*y+vx*vy (cross term),False
2.0,0.02,22,x*vy-y*vx (ang. momentum),False
2.5,0.02,22,x^2+vx^2 (x-energy),True
2.5,0.02,22,y^2+vy^2 (y-energy),False
2.5,0.02,22,x*y+vx*vy (cross term),False
2.5,0.02,22,x*vy-y*vx (ang. momentum),False
3.0,0.02,22,x^2+vx^2 (x-energy),False
3.0,0.02,22,y^2+vy^2 (y-energy),False
3.0,0.02,22,x*y+vx*vy (cross term),False
3.0,0.02,22,x*vy-y*vx (ang. momentum),False
3.5,0.02,22,x^2+vx^2 (x-energy),False
3.5,0.02,22,y^2+vy^2 (y-energy),False
3.5,0.02,22,x*y+vx*vy (cross term),False
3.5,0.02,22,x*vy-y*vx (ang. momentum),False
4.0,0.02,22,x^2+vx^2 (x-energy),False
4.0,0.02,22,y^2+vy^2 (y-energy),False
4.0,0.02,22,x*y+vx*vy (cross term),False
4.0,0.02,22,x*vy-y*vx (ang. momentum),False
5.0,0.02,22,x^2+vx^2 (x-energy),False
5.0,0.02,22,y^2+vy^2 (y-energy),False
5.0,0.02,22,x*y+vx*vy (cross term),False
5.0,0.02,22,x*vy-y*vx (ang. momentum),False
7.0,0.02,22,x^2+vx^2 (x-energy),False
7.0,0.02,22,y^2+vy^2 (y-energy),False
7.0,0.02,22,x*y+vx*vy (cross term),False
7.0,0.02,22,x*vy-y*vx (ang. momentum),False
0.0,0.02,23,x^2+vx^2 (x-energy),True
0.0,0.02,23,y^2+vy^2 (y-energy),False
0.0,0.02,23,x*y+vx*vy (cross term),False
0.0,0.02,23,x*vy-y*vx (ang. momentum),False
1.0,0.02,23,x^2+vx^2 (x-energy),True
1.0,0.02,23,y^2+vy^2 (y-energy),False
1.0,0.02,23,x*y+vx*vy (cross term),False
1.0,0.02,23,x*vy-y*vx (ang. momentum),False
1.5,0.02,23,x^2+vx^2 (x-energy),True
1.5,0.02,23,y^2+vy^2 (y-energy),False
1.5,0.02,23,x*y+vx*vy (cross term),False
1.5,0.02,23,x*vy-y*vx (ang. momentum),False
2.0,0.02,23,x^2+vx^2 (x-energy),True
2.0,0.02,23,y^2+vy^2 (y-energy),False
2.0,0.02,23,x*y+vx*vy (cross term),False
2.0,0.02,23,x*vy-y*vx (ang. momentum),False
2.5,0.02,23,x^2+vx^2 (x-energy),True
2.5,0.02,23,y^2+vy^2 (y-energy),False
2.5,0.02,23,x*y+vx*vy (cross term),False
2.5,0.02,23,x*vy-y*vx (ang. momentum),False
3.0,0.02,23,x^2+vx^2 (x-energy),False
3.0,0.02,23,y^2+vy^2 (y-energy),False
3.0,0.02,23,x*y+vx*vy (cross term),False
3.0,0.02,23,x*vy-y*vx (ang. momentum),False
3.5,0.02,23,x^2+vx^2 (x-energy),False
3.5,0.02,23,y^2+vy^2 (y-energy),False
3.5,0.02,23,x*y+vx*vy (cross term),False
3.5,0.02,23,x*vy-y*vx (ang. momentum),False
4.0,0.02,23,x^2+vx^2 (x-energy),False
4.0,0.02,23,y^2+vy^2 (y-energy),False
4.0,0.02,23,x*y+vx*vy (cross term),False
4.0,0.02,23,x*vy-y*vx (ang. momentum),False
5.0,0.02,23,x^2+vx^2 (x-energy),False
5.0,0.02,23,y^2+vy^2 (y-energy),False
5.0,0.02,23,x*y+vx*vy (cross term),False
5.0,0.02,23,x*vy-y*vx (ang. momentum),False
7.0,0.02,23,x^2+vx^2 (x-energy),False
7.0,0.02,23,y^2+vy^2 (y-energy),False
7.0,0.02,23,x*y+vx*vy (cross term),False
7.0,0.02,23,x*vy-y*vx (ang. momentum),False
0.0,0.02,24,x^2+vx^2 (x-energy),True
0.0,0.02,24,y^2+vy^2 (y-energy),False
0.0,0.02,24,x*y+vx*vy (cross term),False
0.0,0.02,24,x*vy-y*vx (ang. momentum),False
1.0,0.02,24,x^2+vx^2 (x-energy),True
1.0,0.02,24,y^2+vy^2 (y-energy),False
1.0,0.02,24,x*y+vx*vy (cross term),False
1.0,0.02,24,x*vy-y*vx (ang. momentum),False
1.5,0.02,24,x^2+vx^2 (x-energy),True
1.5,0.02,24,y^2+vy^2 (y-energy),False
1.5,0.02,24,x*y+vx*vy (cross term),False
1.5,0.02,24,x*vy-y*vx (ang. momentum),False
2.0,0.02,24,x^2+vx^2 (x-energy),True
2.0,0.02,24,y^2+vy^2 (y-energy),False
2.0,0.02,24,x*y+vx*vy (cross term),False
2.0,0.02,24,x*vy-y*vx (ang. momentum),False
2.5,0.02,24,x^2+vx^2 (x-energy),True
2.5,0.02,24,y^2+vy^2 (y-energy),False
2.5,0.02,24,x*y+vx*vy (cross term),False
2.5,0.02,24,x*vy-y*vx (ang. momentum),False
3.0,0.02,24,x^2+vx^2 (x-energy),False
3.0,0.02,24,y^2+vy^2 (y-energy),False
3.0,0.02,24,x*y+vx*vy (cross term),False
3.0,0.02,24,x*vy-y*vx (ang. momentum),False
3.5,0.02,24,x^2+vx^2 (x-energy),False
3.5,0.02,24,y^2+vy^2 (y-energy),False
3.5,0.02,24,x*y+vx*vy (cross term),False
3.5,0.02,24,x*vy-y*vx (ang. momentum),False
4.0,0.02,24,x^2+vx^2 (x-energy),False
4.0,0.02,24,y^2+vy^2 (y-energy),False
4.0,0.02,24,x*y+vx*vy (cross term),False
4.0,0.02,24,x*vy-y*vx (ang. momentum),False
5.0,0.02,24,x^2+vx^2 (x-energy),False
5.0,0.02,24,y^2+vy^2 (y-energy),False
5.0,0.02,24,x*y+vx*vy (cross term),False
5.0,0.02,24,x*vy-y*vx (ang. momentum),False
7.0,0.02,24,x^2+vx^2 (x-energy),False
7.0,0.02,24,y^2+vy^2 (y-energy),False
7.0,0.02,24,x*y+vx*vy (cross term),False
7.0,0.02,24,x*vy-y*vx (ang. momentum),False
0.0,0.02,25,x^2+vx^2 (x-energy),False
0.0,0.02,25,y^2+vy^2 (y-energy),False
0.0,0.02,25,x*y+vx*vy (cross term),False
0.0,0.02,25,x*vy-y*vx (ang. momentum),False
1.0,0.02,25,x^2+vx^2 (x-energy),False
1.0,0.02,25,y^2+vy^2 (y-energy),False
1.0,0.02,25,x*y+vx*vy (cross term),False
1.0,0.02,25,x*vy-y*vx (ang. momentum),False
1.5,0.02,25,x^2+vx^2 (x-energy),False
1.5,0.02,25,y^2+vy^2 (y-energy),False
1.5,0.02,25,x*y+vx*vy (cross term),False
1.5,0.02,25,x*vy-y*vx (ang. momentum),False
2.0,0.02,25,x^2+vx^2 (x-energy),False
2.0,0.02,25,y^2+vy^2 (y-energy),False
2.0,0.02,25,x*y+vx*vy (cross term),False
2.0,0.02,25,x*vy-y*vx (ang. momentum),False
2.5,0.02,25,x^2+vx^2 (x-energy),False
2.5,0.02,25,y^2+vy^2 (y-energy),False
2.5,0.02,25,x*y+vx*vy (cross term),False
2.5,0.02,25,x*vy-y*vx (ang. momentum),False
3.0,0.02,25,x^2+vx^2 (x-energy),False
3.0,0.02,25,y^2+vy^2 (y-energy),False
3.0,0.02,25,x*y+vx*vy (cross term),False
