integrator,order,dt,seed,b_hat,c_hat,gap
stormer_verlet,2,0.005,9,-2.0310106875457127e-16,1.000006250039063,6.250039062960511e-06
stormer_verlet,2,0.005,10,9.228917659971716e-16,1.0000062500390632,6.250039063182555e-06
stormer_verlet,2,0.005,11,-4.446014955305425e-17,1.0000062500390627,6.250039062738466e-06
stormer_verlet,2,0.005,12,1.0556533158609941e-16,1.000006250039063,6.250039062960511e-06
stormer_verlet,2,0.005,13,3.3893799936889915e-16,1.000006250039062,6.250039062072332e-06
stormer_verlet,2,0.005,14,-5.232864444434406e-16,1.0000062500390627,6.250039062738466e-06
stormer_verlet,2,0.005,15,-7.551817448701996e-16,1.0000062500390623,6.250039062294377e-06
stormer_verlet,2,0.005,16,6.856452973289358e-17,1.0000062500390625,6.2500390625164215e-06
stormer_verlet,2,0.005,17,-1.584908132921521e-16,1.0000062500390634,6.2500390634046e-06
stormer_verlet,2,0.005,18,4.966868647435469e-16,1.0000062500390634,6.2500390634046e-06
stormer_verlet,2,0.005,19,9.403972998280226e-16,1.0000062500390625,6.2500390625164215e-06
stormer_verlet,2,0.005,20,-8.426573808132903e-16,1.0000062500390625,6.2500390625164215e-06
stormer_verlet,2,0.005,21,-2.353090849843046e-16,1.0000062500390625,6.2500390625164215e-06
stormer_verlet,2,0.005,22,5.327743313742655e-16,1.0000062500390627,6.250039062738466e-06
stormer_verlet,2,0.005,23,4.035566813330062e-16,1.0000062500390634,6.2500390634046e-06
stormer_verlet,2,0.005,24,3.3603490086646546e-16,1.0000062500390627,6.250039062738466e-06
stormer_verlet,2,0.005,25,7.086266864525045e-16,1.0000062500390625,6.2500390625164215e-06
stormer_verlet,2,0.005,26,6.345635968367199e-16,1.0000062500390623,6.250039062294377e-06
stormer_verlet,2,0.005,27,1.9689568099803568e-16,1.0000062500390625,6.2500390625164215e-06
stormer_verlet,2,0.005,28,2.6677550334512043e-16,1.000006250039063,6.250039062960511e-06
stormer_verlet,2,0.005,29,-1.218897324263932e-15,1.0000062500390625,6.2500390625164215e-06
stormer_verlet,2,0.01,0,1.3478949246179366e-17,1.0000250006250158,2.5000625015758615e-05
stormer_verlet,2,0.01,1,-2.612162950784549e-16,1.0000250006250155,2.500062501553657e-05
stormer_verlet,2,0.01,2,1.2853669630537585e-18,1.0000250006250162,2.5000625016202704e-05
stormer_verlet,2,0.01,3,-3.039274473867875e-16,1.000025000625016,2.500062501598066e-05
stormer_verlet,2,0.01,4,-4.0764688613550583e-17,1.000025000625016,2.500062501598066e-05
stormer_verlet,2,0.01,5,-2.0247649090408068e-16,1.000025000625016,2.500062501598066e-05
stormer_verlet,2,0.01,6,-1.382906709197892e-16,1.0000250006250158,2.5000625015758615e-05
stormer_verlet,2,0.01,7,3.9558785906679635e-17,1.0000250006250153,2.5000625015314526e-05
stormer_verlet,2,0.01,8,-2.0441913138190786e-16,1.0000250006250155,2.500062501553657e-05
stormer_verlet,2,0.01,9,3.039888136551742e-17,1.0000250006250162,2.5000625016202704e-05
stormer_verlet,2,0.01,10,3.024136449243583e-16,1.0000250006250158,2.5000625015758615e-05
stormer_verlet,2,0.01,11,1.7514223629959407e-16,1.0000250006250153,2.5000625015314526e-05
stormer_verlet,2,0.01,12,-7.903726645097442e-17,1.000025000625016,2.500062501598066e-05
stormer_verlet,2,0.01,13,7.522203411528539e-17,1.0000250006250158,2.5000625015758615e-05
stormer_verlet,2,0.01,14,-3.0816441734188235e-16,1.000025000625016,2.500062501598066e-05
stormer_verlet,2,0.01,15,1.5846624799298257e-16,1.0000250006250149,2.5000625014870437e-05
stormer_verlet,2,0.01,16,-5.387588620189814e-16,1.0000250006250158,2.5000625015758615e-05
stormer_verlet,2,0.01,17,2.0921555609641222e-16,1.0000250006250155,2.500062501553657e-05
stormer_verlet,2,0.01,18,9.067742689813886e-17,1.000025000625016,2.500062501598066e-05
stormer_verlet,2,0.01,19,-2.687887032733057e-16,1.0000250006250155,2.500062501553657e-05
stormer_verlet,2,0.01,20,1.287656662544181e-16,1.0000250006250158,2.5000625015758615e-05
stormer_verlet,2,0.01,21,-1.137817000309897e-16,1.0000250006250153,2.5000625015314526e-05
stormer_verlet,2,0.01,22,-5.406323140554807e-17,1.0000250006250158,2.5000625015758615e-05
stormer_verlet,2,0.01,23,1.46826459309092e-16,1.0000250006250155,2.500062501553657e-05
stormer_verlet,2,0.01,24,1.4253751136600532e-16,1.0000250006250158,2.5000625015758615e-05
stormer_verlet,2,0.01,25,3.157984258553689e-16,1.0000250006250153,2.5000625015314526e-05
stormer_verlet,2,0.01,26,-1.5622070049704084e-16,1.0000250006250149,2.5000625014870437e-05
stormer_verlet,2,0.01,27,2.7847353201120144e-16,1.0000250006250158,2.5000625015758615e-05
stormer_verlet,2,0.01,28,-4.791114979539814e-17,1.0000250006250158,2.5000625015758615e-05
stormer_verlet,2,0.01,29,-6.6434601724122435e-18,1.0000250006250162,2.5000625016202704e-05
stormer_verlet,2,0.02,0,1.9100462042108067e-16,1.0001000100010005,0.0001000100010004612
stormer_verlet,2,0.02,1,-1.9611899267587778e-16,1.0001000100010007,0.00010001000100068325
stormer_verlet,2,0.02,2,-1.0369641470624942e-16,1.0001000100010005,0.0001000100010004612
stormer_verlet,2,0.02,3,1.7978795524086626e-16,1.0001000100009996,0.00010001000099957302
stormer_verlet,2,0.02,4,-2.4443753057684975e-17,1.0001000100010005,0.0001000100010004612
stormer_verlet,2,0.02,5,1.9276498161034815e-16,1.0001000100009998,0.00010001000099979507
stormer_verlet,2,0.02,6,-1.3138984711678432e-16,1.0001000100009998,0.00010001000099979507
stormer_verlet,2,0.02,7,4.8759015842127315e-17,1.0001000100010005,0.0001000100010004612
stormer_verlet,2,0.02,8,1.3556267766419978e-16,1.0001000100009996,0.00010001000099957302
stormer_verlet,2,0.02,9,-6.916279015316931e-17,1.0001000100009998,0.00010001000099979507
stormer_verlet,2,0.02,10,2.708970569817141e-16,1.0001000100010005,0.0001000100010004612
stormer_verlet,2,0.02,11,-1.646849785851678e-16,1.0001000100010005,0.0001000100010004612
stormer_verlet,2,0.02,12,-5.974067664709254e-17,1.000100010001,0.00010001000100001711
stormer_verlet,2,0.02,13,1.802768270413913e-16,1.000100010001,0.00010001000100001711
stormer_verlet,2,0.02,14,-8.941841561236231e-17,1.000100010001,0.00010001000100001711
stormer_verlet,2,0.02,15,3.2869915987208506e-17,1.0001000100010005,0.0001000100010004612
stormer_verlet,2,0.02,16,-5.1594176949908984e-17,1.000100010001,0.00010001000100001711
stormer_verlet,2,0.02,17,-6.873824837095058e-17,1.0001000100010002,0.00010001000100023916
stormer_verlet,2,0.02,18,-3.781384071544707e-17,1.0001000100010013,0.00010001000100134938
stormer_verlet,2,0.02,19,8.976676108040842e-17,1.0001000100010007,0.00010001000100068325
stormer_verlet,2,0.02,20,8.237562360504802e-17,1.0001000100009998,0.00010001000099979507
stormer_verlet,2,0.02,21,9.900766731931643e-17,1.000100010001,0.00010001000100001711
stormer_verlet,2,0.02,22,-1.6862195194189927e-17,1.000100010001,0.00010001000100001711
stormer_verlet,2,0.02,23,-8.67917778130346e-17,1.0001000100009994,0.00010001000099935098
stormer_verlet,2,0.02,24,-7.591979596692234e-17,1.0001000100010007,0.00010001000100068325
stormer_verlet,2,0.02,25,1.404666709235491e-16,1.0001000100009996,0.00010001000099957302
stormer_verlet,2,0.02,26,1.239623582049851e-16,1.0001000100010005,0.0001000100010004612
stormer_verlet,2,0.02,27,4.5430328623659034e-17,1.0001000100010002,0.00010001000100023916
stormer_verlet,2,0.02,28,-2.431258274026659e-17,1.000100010001,0.00010001000100001711
stormer_verlet,2,0.02,29,4.064277694739441e-17,1.0001000100009996,0.00010001000099957302
stormer_verlet,2,0.05,0,-2.504386999239733e-17,1.0006253908692935,0.000625390869293474
stormer_verlet,2,0.05,1,-4.57193985074681e-17,1.000625390869293,0.0006253908692930299
stormer_verlet,2,0.05,2,-4.7926519571692946e-17,1.0006253908692933,0.0006253908692932519
stormer_verlet,2,0.05,3,-2.2266883132102808e-17,1.0006253908692935,0.000625390869293474
stormer_verlet,2,0.05,4,4.780126949726586e-17,1.0006253908692935,0.000625390869293474
stormer_verlet,2,0.05,5,2.922454039860843e-17,1.000625390869293,0.0006253908692930299
stormer_verlet,2,0.05,6,-1.468867295559513e-16,1.0006253908692935,0.000625390869293474
stormer_verlet,2,0.05,7,-8.611442734159785e-17,1.000625390869294,0.0006253908692939181
stormer_verlet,2,0.05,8,9.56208376987288e-17,1.0006253908692924,0.0006253908692923638
stormer_verlet,2,0.05,9,-1.6986093821690687e-17,1.0006253908692924,0.0006253908692923638
stormer_verlet,2,0.05,10,3.379529186316185e-17,1.0006253908692933,0.0006253908692932519
stormer_verlet,2,0.05,11,1.4278986433827372e-16,1.000625390869293,0.0006253908692930299
stormer_verlet,2,0.05,12,-1.6220317810725322e-17,1.0006253908692935,0.000625390869293474
stormer_verlet,2,0.05,13,9.462108135886712e-18,1.0006253908692928,0.0006253908692928078
stormer_verlet,2,0.05,14,-9.880298879467226e-17,1.000625390869293,0.0006253908692930299
stormer_verlet,2,0.05,15,2.1055669828418785e-17,1.0006253908692941,0.0006253908692941401
stormer_verlet,2,0.05,16,-5.825379722081703e-17,1.0006253908692928,0.0006253908692928078
stormer_verlet,2,0.05,17,-1.5442632351667142e-17,1.0006253908692933,0.0006253908692932519
stormer_verlet,2,0.05,18,5.67830915857505e-17,1.0006253908692937,0.000625390869293696
stormer_verlet,2,0.05,19,-3.354834557942611e-17,1.0006253908692937,0.000625390869293696
stormer_verlet,2,0.05,20,3.4042125359238634e-17,1.0006253908692937,0.000625390869293696
stormer_verlet,2,0.05,21,5.506815992212811e-17,1.0006253908692937,0.000625390869293696
stormer_verlet,2,0.05,22,-2.541778275646208e-17,1.0006253908692935,0.000625390869293474
stormer_verlet,2,0.05,23,-1.1851804022998679e-16,1.0006253908692935,0.000625390869293474
stormer_verlet,2,0.05,24,-1.0545822858565497e-16,1.000625390869294,0.0006253908692939181
stormer_verlet,2,0.05,25,1.6793287047521717e-17,1.0006253908692937,0.000625390869293696
stormer_verlet,2,0.05,26,-2.1617576052554694e-17,1.0006253908692928,0.0006253908692928078
stormer_verlet,2,0.05,27,1.0907743992317141e-16,1.0006253908692935,0.000625390869293474
stormer_verlet,2,0.05,28,3.693149800771979e-17,1.0006253908692926,0.0006253908692925858
stormer_verlet,2,0.05,29,1.1355654602414608e-17,1.000625390869293,0.0006253908692930299
stormer_verlet,2,0.1,0,8.591687180039668e-17,1.0025062656641606,0.0025062656641605674
stormer_verlet,2,0.1,1,-9.775456275969734e-17,1.0025062656641608,0.0025062656641607894
stormer_verlet,2,0.1,2,3.723487029726282e-17,1.0025062656641608,0.0025062656641607894
stormer_verlet,2,0.1,3,5.752208880563967e-17,1.0025062656641606,0.0025062656641605674
stormer_verlet,2,0.1,4,5.533383118809548e-17,1.0025062656641597,0.0025062656641596792
stormer_verlet,2,0.1,5,-7.616614939584679e-17,1.0025062656641612,0.0025062656641612335
stormer_verlet,2,0.1,6,1.725826684188535e-17,1.0025062656641603,0.0025062656641603454
stormer_verlet,2,0.1,7,2.649600472472814e-17,1.0025062656641608,0.0025062656641607894
stormer_verlet,2,0.1,8,-5.074300673587291e-17,1.0025062656641608,0.0025062656641607894
stormer_verlet,2,0.1,9,8.262091481195009e-17,1.00250626566416,0.0025062656641599013
stormer_verlet,2,0.1,10,-2.3740654204556803e-16,1.0025062656641606,0.0025062656641605674
stormer_verlet,2,0.1,11,-7.425661793444141e-17,1.0025062656641603,0.0025062656641603454
stormer_verlet,2,0.1,12,-2.352439719657206e-16,1.0025062656641597,0.0025062656641596792
stormer_verlet,2,0.1,13,-1.0460308479216702e-17,1.0025062656641606,0.0025062656641605674
stormer_verlet,2,0.1,14,8.317602912631429e-17,1.0025062656641601,0.0025062656641601233
stormer_verlet,2,0.1,15,-4.721948741282455e-17,1.002506265664161,0.0025062656641610115
stormer_verlet,2,0.1,16,2.6776598213707393e-17,1.0025062656641606,0.0025062656641605674
stormer_verlet,2,0.1,17,-7.138806533081027e-18,1.0025062656641603,0.0025062656641603454
stormer_verlet,2,0.1,18,4.205465963204877e-17,1.00250626566416,0.0025062656641599013
stormer_verlet,2,0.1,19,3.592089722431673e-17,1.0025062656641606,0.0025062656641605674
stormer_verlet,2,0.1,20,-4.148717669638398e-17,1.0025062656641603,0.0025062656641603454
stormer_verlet,2,0.1,21,5.446352241363923e-17,1.0025062656641603,0.0025062656641603454
stormer_verlet,2,0.1,22,4.0504364332523694e-17,1.0025062656641601,0.0025062656641601233
stormer_verlet,2,0.1,23,2.5557374599909225e-17,1.0025062656641608,0.0025062656641607894
stormer_verlet,2,0.1,24,4.227772109762938e-17,1.0025062656641606,0.0025062656641605674
stormer_verlet,2,0.1,25,1.3453248716657395e-16,1.0025062656641603,0.0025062656641603454
stormer_verlet,2,0.1,26,6.672387932369629e-17,1.0025062656641601,0.0025062656641601233
stormer_verlet,2,0.1,27,-4.202995727754468e-17,1.00250626566416,0.0025062656641599013
stormer_verlet,2,0.1,28,-1.470524511560116e-16,1.0025062656641606,0.0025062656641605674
stormer_verlet,2,0.1,29,4.898842060284013e-19,1.0025062656641608,0.0025062656641607894
stormer_verlet,2,0.2,0,5.904937154636618e-18,1.0101010101010097,0.010101010101009722
stormer_verlet,2,0.2,1,-2.220781351997647e-16,1.0101010101010106,0.01010101010101061
stormer_verlet,2,0.2,2,-1.4768892060089918e-16,1.0101010101010104,0.010101010101010388
stormer_verlet,2,0.2,3,1.6600666246860997e-17,1.0101010101010104,0.010101010101010388
stormer_verlet,2,0.2,4,1.0743313909165102e-16,1.01010101010101,0.010101010101009944
stormer_verlet,2,0.2,5,3.299461020058077e-16,1.0101010101010095,0.0101010101010095
stormer_verlet,2,0.2,6,-2.5170669177712288e-17,1.0101010101010097,0.010101010101009722
stormer_verlet,2,0.2,7,-1.7729469632529456e-18,1.0101010101010106,0.01010101010101061
stormer_verlet,2,0.2,8,1.393194015721603e-17,1.0101010101010097,0.010101010101009722
stormer_verlet,2,0.2,9,-1.9926076271433294e-17,1.0101010101010104,0.010101010101010388
stormer_verlet,2,0.2,10,1.7006302521088083e-16,1.0101010101010106,0.01010101010101061
stormer_verlet,2,0.2,11,8.72791286109262e-17,1.0101010101010113,0.010101010101011276
stormer_verlet,2,0.2,12,5.241389515714766e-16,1.0101010101010095,0.0101010101010095
stormer_verlet,2,0.2,13,-1.5989228889785315e-16,1.0101010101010097,0.010101010101009722
stormer_verlet,2,0.2,14,-1.934209895207037e-16,1.0101010101010104,0.010101010101010388
stormer_verlet,2,0.2,15,2.410300707037085e-18,1.0101010101010095,0.0101010101010095
stormer_verlet,2,0.2,16,9.166333261747228e-17,1.01010101010101,0.010101010101009944
stormer_verlet,2,0.2,17,6.055650010288084e-18,1.0101010101010102,0.010101010101010166
stormer_verlet,2,0.2,18,-1.0961154773026756e-16,1.01010101010101,0.010101010101009944
stormer_verlet,2,0.2,19,-1.1417387868979267e-17,1.0101010101010097,0.010101010101009722
stormer_verlet,2,0.2,20,1.9528276114752957e-16,1.0101010101010097,0.010101010101009722
stormer_verlet,2,0.2,21,2.6670826785650815e-16,1.0101010101010097,0.010101010101009722
stormer_verlet,2,0.2,22,-3.8947814051669694e-17,1.0101010101010102,0.010101010101010166
stormer_verlet,2,0.2,23,2.548815575542119e-16,1.0101010101010095,0.0101010101010095
stormer_verlet,2,0.2,24,-1.1463370733918683e-16,1.0101010101010106,0.01010101010101061
stormer_verlet,2,0.2,25,1.6650573328600887e-17,1.01010101010101,0.010101010101009944
stormer_verlet,2,0.2,26,2.7496317824054264e-17,1.0101010101010106,0.01010101010101061
stormer_verlet,2,0.2,27,-4.553474521373303e-17,1.0101010101010104,0.010101010101010388
stormer_verlet,2,0.2,28,-1.3305968114533723e-17,1.0101010101010095,0.0101010101010095
stormer_verlet,2,0.2,29,-1.610127527686869e-16,1.0101010101010106,0.01010101010101061
