sigma,seed,new_exact,orig_exact,new_time,orig_time
0.32,12,False,False,0.006806135177612305,0.030103445053100586
0.32,13,False,False,0.00447535514831543,0.025633573532104492
0.32,14,False,False,0.004349470138549805,0.016108036041259766
0.32,15,False,False,0.007508993148803711,0.01194620132446289
0.32,16,False,False,0.009124279022216797,0.015066385269165039
0.32,17,False,False,0.0041811466217041016,0.02099299430847168
0.32,18,False,False,0.0046885013580322266,0.020227670669555664
0.32,19,False,False,0.007667064666748047,0.015386104583740234
0.32,20,False,False,0.00881195068359375,0.02759265899658203
0.32,21,False,False,0.005938291549682617,0.014356374740600586
0.32,22,False,False,0.00418543815612793,0.012290000915527344
0.32,23,False,False,0.007599353790283203,0.02402949333190918
0.32,24,False,False,0.0076177120208740234,0.020860910415649414
0.32,25,False,False,0.004708766937255859,0.013227701187133789
0.32,26,False,False,0.008279800415039062,0.014683008193969727
0.32,27,False,False,0.004374504089355469,0.02221846580505371
0.32,28,False,False,0.007672548294067383,0.010233163833618164
0.32,29,False,False,0.008152484893798828,0.023332834243774414
0.34,0,False,False,0.14239263534545898,0.010466337203979492
0.34,1,False,False,0.013673782348632812,0.014467716217041016
0.34,2,False,False,0.02659916877746582,0.01174783706665039
0.34,3,False,False,0.01375436782836914,0.015069961547851562
0.34,4,False,False,0.019978761672973633,0.022898435592651367
0.34,5,False,False,0.019740819931030273,0.012354612350463867
0.34,6,False,False,0.02703070640563965,0.02024984359741211
0.34,7,False,False,0.020509004592895508,0.013628244400024414
0.34,8,False,False,0.01399374008178711,0.011241912841796875
0.34,9,False,False,0.019872665405273438,0.012811660766601562
0.34,10,False,False,0.026539087295532227,0.03125572204589844
0.34,11,False,False,0.02544260025024414,0.027383089065551758
0.34,12,False,False,0.02284073829650879,0.02538585662841797
0.34,13,False,False,0.024556636810302734,0.013558149337768555
0.34,14,False,False,0.0184175968170166,0.009379148483276367
0.34,15,False,False,0.02066636085510254,0.022970199584960938
0.34,16,False,False,0.026445627212524414,0.02539801597595215
0.34,17,False,False,0.02640223503112793,0.019954681396484375
0.34,18,False,False,0.020807743072509766,0.01989150047302246
0.34,19,False,False,0.01685476303100586,0.007730007171630859
0.34,20,False,False,0.02657294273376465,0.02730870246887207
0.34,21,False,False,0.021521806716918945,0.031322479248046875
0.34,22,False,False,0.014706611633300781,0.016862154006958008
0.34,23,False,False,0.021331310272216797,0.013465166091918945
0.34,24,False,False,0.016573667526245117,0.021486759185791016
0.34,25,False,False,0.013313055038452148,0.016815185546875
0.34,26,False,False,0.027256488800048828,0.019804000854492188
0.34,27,False,False,0.022437572479248047,0.030972003936767578
0.34,28,False,False,0.023564577102661133,0.01213836669921875
0.34,29,False,False,0.026424646377563477,0.020827770233154297
0.36,0,False,False,0.015690326690673828,0.014940023422241211
0.36,1,False,False,0.019289255142211914,0.009569406509399414
0.36,2,False,False,0.02642822265625,0.010922670364379883
0.36,3,False,False,0.026712656021118164,0.018143892288208008
0.36,4,False,False,0.026790142059326172,0.02697610855102539
0.36,5,False,False,0.013462305068969727,0.021730422973632812
0.36,6,False,False,0.016525745391845703,0.015478849411010742
0.36,7,False,False,0.016270160675048828,0.011858224868774414
0.36,8,False,False,0.02695751190185547,0.01764512062072754
0.36,9,False,False,0.013333320617675781,0.008513212203979492
0.36,10,False,False,0.026291608810424805,0.031144142150878906
0.36,11,False,False,0.024678707122802734,0.027797460556030273
0.36,12,False,False,0.02316880226135254,0.018111705780029297
0.36,13,False,False,0.02440929412841797,0.029922008514404297
0.36,14,False,False,0.02602553367614746,0.009842634201049805
0.36,15,False,False,0.026688575744628906,0.020981788635253906
0.36,16,False,False,0.027115345001220703,0.026867389678955078
0.36,17,False,False,0.02513742446899414,0.022329330444335938
0.36,18,False,False,0.021022319793701172,0.01463007926940918
0.36,19,False,False,0.024581432342529297,0.009415388107299805
0.36,20,False,False,0.022045373916625977,0.022246599197387695
0.36,21,False,False,0.01399087905883789,0.031119346618652344
0.36,22,False,False,0.022756338119506836,0.02129530906677246
0.36,23,False,False,0.015736103057861328,0.01604747772216797
0.36,24,False,False,0.023738861083984375,0.01586604118347168
0.36,25,False,False,0.01776432991027832,0.020649433135986328
0.36,26,False,False,0.026807069778442383,0.02367091178894043
0.36,27,False,False,0.01324319839477539,0.020082950592041016
0.36,28,False,False,0.0226438045501709,0.011576175689697266
0.36,29,False,False,0.026865482330322266,0.024201631546020508
0.38,0,False,False,0.026844024658203125,0.01682138442993164
0.38,1,False,False,0.01618790626525879,0.01690196990966797
0.38,2,False,False,0.023066043853759766,0.018375873565673828
0.38,3,False,False,0.014335393905639648,0.021974802017211914
0.38,4,False,False,0.019500732421875,0.029969453811645508
0.38,5,False,False,0.024283647537231445,0.016730785369873047
0.38,6,False,False,0.026709318161010742,0.020201683044433594
0.38,7,False,False,0.02660655975341797,0.01950693130493164
0.38,8,False,False,0.026590585708618164,0.012263298034667969
0.38,9,False,False,0.02297496795654297,0.023884057998657227
0.38,10,False,False,0.013464212417602539,0.01688408851623535
0.38,11,False,False,0.026857852935791016,0.026941776275634766
0.38,12,False,False,0.02666926383972168,0.01788473129272461
0.38,13,False,False,0.026751279830932617,0.02269601821899414
0.38,14,False,False,0.022473812103271484,0.017632007598876953
0.38,15,False,False,0.023059368133544922,0.014625787734985352
0.38,16,False,False,0.013459920883178711,0.020990848541259766
0.38,17,False,False,0.013477325439453125,0.012844085693359375
0.38,18,False,False,0.025078773498535156,0.02585768699645996
0.38,19,False,False,0.024571895599365234,0.00971221923828125
0.38,20,False,False,0.026528596878051758,0.02893519401550293
0.38,21,False,False,0.026947736740112305,0.03181648254394531
0.38,22,False,False,0.021962881088256836,0.018304824829101562
0.38,23,False,False,0.018689870834350586,0.017398595809936523
0.38,24,False,False,0.02643609046936035,0.029944896697998047
0.38,25,False,False,0.024634361267089844,0.02503514289855957
0.38,26,False,False,0.023149728775024414,0.01315617561340332
0.38,27,False,False,0.013119935989379883,0.0274965763092041
0.38,28,False,False,0.014441251754760742,0.015444040298461914
0.38,29,False,False,0.023705005645751953,0.014520406723022461
0.4,0,False,False,0.02604222297668457,0.017604827880859375
0.4,1,False,False,0.023421049118041992,0.018262147903442383
0.4,2,False,False,0.021960973739624023,0.010205984115600586
0.4,3,False,False,0.026500940322875977,0.02482318878173828
0.4,4,False,False,0.02378678321838379,0.03130602836608887
0.4,5,False,False,0.024061918258666992,0.014477968215942383
0.4,6,False,False,0.026897907257080078,0.02066493034362793
0.4,7,False,False,0.02588033676147461,0.020966053009033203
0.4,8,False,False,0.026392459869384766,0.017005443572998047
0.4,9,False,False,0.013433694839477539,0.01302647590637207
0.4,10,False,False,0.026554346084594727,0.025687456130981445
0.4,11,False,False,0.023284196853637695,0.03009653091430664
0.4,12,False,False,0.026227712631225586,0.03245949745178223
0.4,13,False,False,0.02524542808532715,0.03040933609008789
0.4,14,False,False,0.013642072677612305,0.015526056289672852
0.4,15,False,False,0.024226665496826172,0.020763635635375977
0.4,16,False,False,0.017146587371826172,0.014980792999267578
0.4,17,False,False,0.017056941986083984,0.012458562850952148
0.4,18,False,False,0.013615608215332031,0.014164447784423828
0.4,19,False,False,0.026688575744628906,0.013582944869995117
0.4,20,False,False,0.02637457847595215,0.0301055908203125
0.4,21,False,False,0.022636890411376953,0.03279423713684082
0.4,22,False,False,0.024273157119750977,0.025627851486206055
0.4,23,False,False,0.018309354782104492,0.031646728515625
0.4,24,False,False,0.013428449630737305,0.023886442184448242
0.4,25,False,False,0.013438224792480469,0.01758098602294922
0.4,26,False,False,0.026425600051879883,0.023974895477294922
0.4,27,False,False,0.026529550552368164,0.030126571655273438
0.4,28,False,False,0.02523326873779297,0.010067224502563477
0.4,29,False,False,0.024354219436645508,0.013888120651245117
