sigma,seed,new_exact,orig_exact,new_time,orig_time
0.18,14,True,False,0.008390188217163086,0.016247034072875977
0.18,15,True,False,0.016083717346191406,0.014174222946166992
0.18,16,False,False,0.04167771339416504,0.01328587532043457
0.18,17,True,False,0.008957862854003906,0.01029515266418457
0.18,18,False,False,0.03765463829040527,0.013147592544555664
0.18,19,True,False,0.016177892684936523,0.012526988983154297
0.18,20,False,False,0.03873014450073242,0.01072239875793457
0.18,21,False,False,0.03376603126525879,0.01543569564819336
0.18,22,True,False,0.009441137313842773,0.016063451766967773
0.18,23,True,False,0.010500431060791016,0.007382392883300781
0.18,24,True,False,0.01599884033203125,0.0076160430908203125
0.18,25,True,False,0.010252237319946289,0.02544260025024414
0.18,26,False,False,0.0338892936706543,0.01154637336730957
0.18,27,True,False,0.016266345977783203,0.019171953201293945
0.18,28,True,False,0.01644301414489746,0.012518882751464844
0.18,29,True,False,0.008611917495727539,0.014454126358032227
0.2,0,False,False,0.008229970932006836,0.009855508804321289
0.2,1,False,False,0.004378318786621094,0.009229660034179688
0.2,2,False,False,0.005502462387084961,0.009934186935424805
0.2,3,False,False,0.008573532104492188,0.01343083381652832
0.2,4,True,False,0.018072843551635742,0.056958675384521484
0.2,5,False,False,0.011806964874267578,0.02573704719543457
0.2,6,False,False,0.0044100284576416016,0.017188310623168945
0.2,7,False,False,0.004225254058837891,0.010575532913208008
0.2,8,False,False,0.004918098449707031,0.009320497512817383
0.2,9,False,False,0.0052187442779541016,0.016281604766845703
0.2,10,False,False,0.014203786849975586,0.015892982482910156
0.2,11,False,False,0.006328582763671875,0.015314817428588867
0.2,12,False,False,0.008173465728759766,0.014756202697753906
0.2,13,False,False,0.00809335708618164,0.01528787612915039
0.2,14,False,False,0.008386373519897461,0.010397195816040039
0.2,15,False,False,0.00802159309387207,0.01306009292602539
0.2,16,False,False,0.0041120052337646484,0.009207963943481445
0.2,17,False,False,0.008533239364624023,0.009753942489624023
0.2,18,False,False,0.007784366607666016,0.016766071319580078
0.2,19,False,False,0.004502058029174805,0.014546394348144531
0.2,20,False,False,0.008465290069580078,0.008166790008544922
0.2,21,False,False,0.008229255676269531,0.015995502471923828
0.2,22,False,False,0.004691362380981445,0.008969306945800781
0.2,23,False,False,0.013754606246948242,0.014671802520751953
0.2,24,False,False,0.0042345523834228516,0.009001016616821289
0.2,25,False,False,0.008105039596557617,0.0192568302154541
0.2,26,False,False,0.00460052490234375,0.0065937042236328125
0.2,27,False,False,0.008235692977905273,0.02452564239501953
0.2,28,False,False,0.008345603942871094,0.01364445686340332
0.2,29,False,False,0.007816553115844727,0.017194747924804688
0.22,0,False,False,0.004194736480712891,0.017638444900512695
0.22,1,False,False,0.0043299198150634766,0.01693248748779297
0.22,2,False,False,0.007132530212402344,0.011082887649536133
0.22,3,False,False,0.004508256912231445,0.016746044158935547
0.22,4,False,False,0.00401759147644043,0.017375469207763672
0.22,5,False,False,0.004282712936401367,0.02489781379699707
0.22,6,False,False,0.004178285598754883,0.026830434799194336
0.22,7,False,False,0.008067607879638672,0.013559579849243164
0.22,8,False,False,0.007889747619628906,0.013912677764892578
0.22,9,False,False,0.004548072814941406,0.009279012680053711
0.22,10,False,False,0.004297018051147461,0.014459609985351562
0.22,11,False,False,0.007528066635131836,0.009628772735595703
0.22,12,False,False,0.007970809936523438,0.025426149368286133
0.22,13,False,False,0.004175424575805664,0.015257596969604492
0.22,14,False,False,0.008003711700439453,0.012013912200927734
0.22,15,False,False,0.007586479187011719,0.015237808227539062
0.22,16,False,False,0.004063129425048828,0.01165461540222168
0.22,17,False,False,0.008419990539550781,0.0161283016204834
0.22,18,False,False,0.00398564338684082,0.007697343826293945
0.22,19,False,False,0.0038728713989257812,0.009417295455932617
0.22,20,False,False,0.007535457611083984,0.01303720474243164
0.22,21,False,False,0.007355690002441406,0.026812314987182617
0.22,22,False,False,0.010068178176879883,0.013344764709472656
0.22,23,False,False,0.007816791534423828,0.015541791915893555
0.22,24,False,False,0.0042018890380859375,0.014205217361450195
0.22,25,False,False,0.004042387008666992,0.017228364944458008
0.22,26,False,False,0.008232355117797852,0.012365341186523438
0.22,27,False,False,0.007219791412353516,0.025700807571411133
0.22,28,False,False,0.008340120315551758,0.01601123809814453
0.22,29,False,False,0.004031181335449219,0.016047000885009766
0.24,0,False,False,0.004256486892700195,0.017580509185791016
0.24,1,False,False,0.006596803665161133,0.01174306869506836
0.24,2,False,False,0.004153251647949219,0.014472723007202148
0.24,3,False,False,0.008387088775634766,0.016391992568969727
0.24,4,False,False,0.007648468017578125,0.016997337341308594
0.24,5,False,False,0.008197546005249023,0.024759292602539062
0.24,6,False,False,0.0074694156646728516,0.021833181381225586
0.24,7,False,False,0.004278659820556641,0.015591144561767578
0.24,8,False,False,0.0040340423583984375,0.012851238250732422
0.24,9,False,False,0.010180234909057617,0.013950586318969727
0.24,10,False,False,0.004088163375854492,0.019844770431518555
0.24,11,False,False,0.004361629486083984,0.008879899978637695
0.24,12,False,False,0.007913589477539062,0.025818586349487305
0.24,13,False,False,0.003999948501586914,0.01829981803894043
0.24,14,False,False,0.007787466049194336,0.011277198791503906
0.24,15,False,False,0.004192829132080078,0.00718235969543457
0.24,16,False,False,0.00807332992553711,0.024985313415527344
0.24,17,False,False,0.004126548767089844,0.010832071304321289
0.24,18,False,False,0.0073931217193603516,0.013359785079956055
0.24,19,False,False,0.006391286849975586,0.010047197341918945
0.24,20,False,False,0.004113435745239258,0.016047000885009766
0.24,21,False,False,0.007391214370727539,0.025319576263427734
0.24,22,False,False,0.0041925907135009766,0.0065348148345947266
0.24,23,False,False,0.0041277408599853516,0.0208892822265625
0.24,24,False,False,0.007959604263305664,0.0221099853515625
0.24,25,False,False,0.0053861141204833984,0.02653050422668457
0.24,26,False,False,0.007112264633178711,0.013271570205688477
0.24,27,False,False,0.007722139358520508,0.02614426612854004
0.24,28,False,False,0.004146099090576172,0.009674549102783203
0.24,29,False,False,0.0075533390045166016,0.015995025634765625
0.26,0,False,False,0.008098125457763672,0.01084280014038086
0.26,1,False,False,0.004157304763793945,0.009269952774047852
0.26,2,False,False,0.004519939422607422,0.007452249526977539
0.26,3,False,False,0.008317947387695312,0.014945745468139648
0.26,4,False,False,0.0041141510009765625,0.009324073791503906
0.26,5,False,False,0.046625375747680664,0.0247039794921875
