degree,sigma,sindy_rate,sindy_ci_low,sindy_ci_high,dense_rate,dense_ci_low,dense_ci_high
3,0.0,0.03333333333333333,0.005908590381612455,0.16670390991409173,1.0,0.8864866068260312,0.9999999999999999
